,Source,OBSRA,OBSDEC,TM1_contNAXIS,TM1_contCDELT,TM1_contPEAK,TM1_contAGMADRES,TM1_contAGSTDRES,TM1_contAGMADREM,TM1_contAGSTDREM,TM1_contAGMADIMM,TM1_contAGSTDIMM,TM1_contBMAJ,TM1_contBMIN,TM1_contBPA,TM1_spw0PEAK,TM1_spw0AGMADRESch0200,TM1_spw0AGSTDRESch0200,TM1_spw0AGMADRESch1000,TM1_spw0AGSTDRESch1000,TM1_spw0AGMADRESch2000,TM1_spw0AGSTDRESch2000,TM1_spw0AGMADRESch2800,TM1_spw0AGSTDRESch2800,TM1_spw0BMAJ,TM1_spw0BMIN,TM1_spw0BPA,TM1_spw1PEAK,TM1_spw1AGMADRESch0200,TM1_spw1AGSTDRESch0200,TM1_spw1AGMADRESch1000,TM1_spw1AGSTDRESch1000,TM1_spw1AGMADRESch2000,TM1_spw1AGSTDRESch2000,TM1_spw1AGMADRESch2800,TM1_spw1AGSTDRESch2800,TM1_spw1BMAJ,TM1_spw1BMIN,TM1_spw1BPA,TM1_spw2PEAK,TM1_spw2AGMADRESch0200,TM1_spw2AGSTDRESch0200,TM1_spw2AGMADRESch1000,TM1_spw2AGSTDRESch1000,TM1_spw2AGMADRESch2000,TM1_spw2AGSTDRESch2000,TM1_spw2AGMADRESch2800,TM1_spw2AGSTDRESch2800,TM1_spw2BMAJ,TM1_spw2BMIN,TM1_spw2BPA,TM1_spw3PEAK,TM1_spw3AGMADRESch0200,TM1_spw3AGSTDRESch0200,TM1_spw3AGMADRESch1000,TM1_spw3AGSTDRESch1000,TM1_spw3AGMADRESch2000,TM1_spw3AGSTDRESch2000,TM1_spw3AGMADRESch2800,TM1_spw3AGSTDRESch2800,TM1_spw3BMAJ,TM1_spw3BMIN,TM1_spw3BPA
0,543150,112.50125,-18.52005555556,840,0.057999999999996,0.00040390564,5.896195943933e-05,8.625754708191e-05,5.878394222236e-05,8.579817949794e-05,5.916009104112e-05,8.730096305953e-05,0.300279498100272,0.27993187308312,-81.66815948486,0.0675935074687,0.00368185059433,0.00368185059433,0.00368185059433,0.00368185059433,0.00368185059433,0.00368185059433,0.00368185059433,0.00368185059433,0.340735,0.31721,89.5293,0.316385358572,0.00363188469021,0.00363188469021,0.00363188469021,0.00363188469021,0.00363188469021,0.00363188469021,0.00363188469021,0.00363188469021,0.340535,0.31873,88.4414,0.123255103827,0.00712263520683,0.00712263520683,0.00712263520683,0.00712263520683,0.00712263520683,0.00712263520683,0.00712263520683,0.00712263520683,0.33946,0.317626,-87.8731,0.452848136425,0.00785912339527,0.00785912339527,0.00785912339527,0.00785912339527,0.00785912339527,0.00785912339527,0.00785912339527,0.00785912339527,0.337291,0.316157,-87.8236
1,543161,112.51975,-18.51440833333,840,0.057999999999996,0.00032552576,4.868324685958e-05,7.080462819431e-05,4.849135075347e-05,7.027189712971e-05,4.883696237812e-05,7.154430204537e-05,0.299987286329268,0.27949315309524,-80.62399291992,0.0682473927736,0.00369755589814,0.00369755589814,0.00369755589814,0.00369755589814,0.00369755589814,0.00369755589814,0.00369755589814,0.00369755589814,0.342206,0.317563,89.6728,0.227445989847,0.00362762255112,0.00362762255112,0.00362762255112,0.00362762255112,0.00362762255112,0.00362762255112,0.00362762255112,0.00362762255112,0.341681,0.318582,89.3174,0.143308520317,0.0071430773594,0.0071430773594,0.0071430773594,0.0071430773594,0.0071430773594,0.0071430773594,0.0071430773594,0.0071430773594,0.340118,0.317462,-87.1855,0.330302715302,0.00782082172324,0.00782082172324,0.00782082172324,0.00782082172324,0.00782082172324,0.00782082172324,0.00782082172324,0.00782082172324,0.337665,0.315811,-86.2517
2,543232,112.5552083333,-18.535425,840,0.057999999999996,0.00031030475,4.871724740951e-05,7.132679456845e-05,4.853339851252e-05,7.08428924554e-05,4.885529779131e-05,7.205546717159e-05,0.29944336414338,0.279190152883512,-81.09635162354,0.0643072873354,0.00368846579694,0.00368846579694,0.00368846579694,0.00368846579694,0.00368846579694,0.00368846579694,0.00368846579694,0.00368846579694,0.342255,0.318737,88.6841,0.197378739715,0.00363667431722,0.00363667431722,0.00363667431722,0.00363667431722,0.00363667431722,0.00363667431722,0.00363667431722,0.00363667431722,0.340634,0.318204,-89.8087,0.134875208139,0.00713213401586,0.00713213401586,0.00713213401586,0.00713213401586,0.00713213401586,0.00713213401586,0.00713213401586,0.00713213401586,0.340942,0.317448,-89.5505,0.359579801559,0.0078846005479,0.0078846005479,0.0078846005479,0.0078846005479,0.0078846005479,0.0078846005479,0.0078846005479,0.0078846005479,0.337006,0.316612,-87.1617
3,545262,112.953125,-19.30349166667,840,0.057999999999996,0.00037152506,4.882631037617e-05,7.142862159526e-05,4.861264460487e-05,7.088965503499e-05,4.896918471786e-05,7.210150215542e-05,0.299727767705904,0.279245704412448,-81.0835723877,0.0788387954235,0.003689359292,0.003689359292,0.003689359292,0.003689359292,0.003689359292,0.003689359292,0.003689359292,0.003689359292,0.341532,0.317952,88.3777,0.0739948749542,0.00356246527823,0.00356246527823,0.00356246527823,0.00356246527823,0.00356246527823,0.00356246527823,0.00356246527823,0.00356246527823,0.34053,0.317906,88.131,0.120616935194,0.00713937970003,0.00713937970003,0.00713937970003,0.00713937970003,0.00713937970003,0.00713937970003,0.00713937970003,0.00713937970003,0.340817,0.317184,89.7522,0.13604965806,0.00762557106524,0.00762557106524,0.00762557106524,0.00762557106524,0.00762557106524,0.00762557106524,0.00762557106524,0.00762557106524,0.337199,0.31621,-86.4918
4,545392,112.9787083333,-19.33843611111,840,0.056999999999988,0.00041588937,4.866117888014e-05,7.144636037992e-05,4.849637844018e-05,7.103269308573e-05,4.878774052486e-05,7.218142854981e-05,0.29567182064058,0.27643445134164,-82.59677886963,0.0711631402373,0.00372108056652,0.00372108056652,0.00372108056652,0.00372108056652,0.00372108056652,0.00372108056652,0.00372108056652,0.00372108056652,0.336555,0.312367,88.1859,0.105379238725,0.00360811707151,0.00360811707151,0.00360811707151,0.00360811707151,0.00360811707151,0.00360811707151,0.00360811707151,0.00360811707151,0.335002,0.31304,86.1864,0.125567942858,0.00719241531271,0.00719241531271,0.00719241531271,0.00719241531271,0.00719241531271,0.00719241531271,0.00719241531271,0.00719241531271,0.335248,0.313199,-89.4129,0.229256555438,0.00772422437846,0.00772422437846,0.00772422437846,0.00772422437846,0.00772422437846,0.00772422437846,0.00772422437846,0.00772422437846,0.334511,0.312292,-89.0994
5,G231.7986-01.9682,109.8997083333,-17.655,840,0.057999999999996,0.035413038,5.839453660883e-05,8.52592420415e-05,5.811258597532e-05,8.473452180624e-05,5.873950431123e-05,8.663960761623e-05,0.30174174904824,0.280981898307792,-80.92482757568,0.073506757617,0.00370184822306,0.00370184822306,0.00370184822306,0.00370184822306,0.00370184822306,0.00370184822306,0.00370184822306,0.00370184822306,0.342281,0.316691,-89.1126,0.133358821273,0.00358188533511,0.00358188533511,0.00358188533511,0.00358188533511,0.00358188533511,0.00358188533511,0.00358188533511,0.00358188533511,0.341933,0.317402,-89.7445,0.123284548521,0.00715111002284,0.00715111002284,0.00715111002284,0.00715111002284,0.00715111002284,0.00715111002284,0.00715111002284,0.00715111002284,0.347363,0.317501,-81.4326,0.158332720399,0.00766930712524,0.00766930712524,0.00766930712524,0.00766930712524,0.00766930712524,0.00766930712524,0.00766930712524,0.00766930712524,0.337896,0.315435,-85.8241
6,G232.0766-02.2767,109.749625,-18.04488888889,840,0.057999999999996,0.013245441,6.34023163002e-05,9.178275649901e-05,6.260690133786e-05,9.045274055097e-05,6.448476051446e-05,9.435608080821e-05,0.301154077053072,0.280500829219836,-80.4928817749,0.115595310926,0.00371568492007,0.00371568492007,0.00371568492007,0.00371568492007,0.00371568492007,0.00371568492007,0.00371568492007,0.00371568492007,0.343425,0.31667,-88.805,0.238114953041,0.00370271172908,0.00370271172908,0.00370271172908,0.00370271172908,0.00370271172908,0.00370271172908,0.00370271172908,0.00370271172908,0.341394,0.317186,88.7817,0.131316751242,0.00717130569391,0.00717130569391,0.00717130569391,0.00717130569391,0.00717130569391,0.00717130569391,0.00717130569391,0.00717130569391,0.346699,0.318197,-81.434,0.379453152418,0.0079757132213,0.0079757132213,0.0079757132213,0.0079757132213,0.0079757132213,0.0079757132213,0.0079757132213,0.0079757132213,0.337507,0.314682,-86.0112
7,G233.8306-00.1803,112.5696666667,-18.59697222222,840,0.057999999999996,0.031094024,6.176525494084e-05,8.968147449195e-05,6.065198249416e-05,8.806325786281e-05,6.333591591101e-05,9.264646359952e-05,0.300658911466608,0.2788187265396,-83.07318115234,0.072187460959,0.00371555916855,0.00371555916855,0.00371555916855,0.00371555916855,0.00371555916855,0.00371555916855,0.00371555916855,0.00371555916855,0.34148,0.315256,88.3135,0.353807359934,0.00385909793644,0.00385909793644,0.00385909793644,0.00385909793644,0.00385909793644,0.00385909793644,0.00385909793644,0.00385909793644,0.341604,0.316707,86.865,0.130467072129,0.00718790225786,0.00718790225786,0.00718790225786,0.00718790225786,0.00718790225786,0.00718790225786,0.00718790225786,0.00718790225786,0.34266,0.317687,88.8369,0.422120422125,0.00827955376528,0.00827955376528,0.00827955376528,0.00827955376528,0.00827955376528,0.00827955376528,0.00827955376528,0.00827955376528,0.342536,0.316032,-83.7925
8,520412,104.937125,-4.814794444445,840,0.065000000000016,0.0014438914,3.81506724807e-05,5.559508645092e-05,3.80194542231e-05,5.531042916118e-05,3.830414789263e-05,5.653462721966e-05,0.332962781190876,0.310723304748552,57.88286209106,0.0588031597435,0.00310729702514,0.00310729702514,0.00310729702514,0.00310729702514,0.00310729702514,0.00310729702514,0.00310729702514,0.00310729702514,0.380938,0.357809,60.8969,0.11493062228,0.00300453749565,0.00300453749565,0.00300453749565,0.00300453749565,0.00300453749565,0.00300453749565,0.00300453749565,0.00300453749565,0.382828,0.357202,59.7533,0.111241623759,0.00598000615926,0.00598000615926,0.00598000615926,0.00598000615926,0.00598000615926,0.00598000615926,0.00598000615926,0.00598000615926,0.390615,0.34864,58.0128,0.234090253711,0.0063684520828,0.0063684520828,0.0063684520828,0.0063684520828,0.0063684520828,0.0063684520828,0.0063684520828,0.0063684520828,0.388102,0.346222,56.0518
9,G221.9605-01.9926,105.21225,-8.941694444445,840,0.065999999999988,0.0007172614,4.887556133326e-05,7.12726105121e-05,4.855501174461e-05,7.058618211886e-05,4.930974682793e-05,7.249263580889e-05,0.336915493011468,0.31218159198762,47.05009460449,0.0583771839738,0.00334649225308,0.00334649225308,0.00334649225308,0.00334649225308,0.00334649225308,0.00334649225308,0.00334649225308,0.00334649225308,0.388916,0.364014,50.317,0.302915751934,0.00345170105144,0.00345170105144,0.00345170105144,0.00345170105144,0.00345170105144,0.00345170105144,0.00345170105144,0.00345170105144,0.389581,0.362604,57.6661,0.115074962378,0.00635964843104,0.00635964843104,0.00635964843104,0.00635964843104,0.00635964843104,0.00635964843104,0.00635964843104,0.00635964843104,0.397283,0.352085,54.3294,0.499589830637,0.00731255114658,0.00731255114658,0.00731255114658,0.00731255114658,0.00731255114658,0.00731255114658,0.00731255114658,0.00731255114658,0.395138,0.350336,54.3773
