,Source,OBSRA,OBSDEC,7MTM2_contNAXIS,7MTM2_contCDELT,7MTM2_contPEAK,7MTM2_contAGMADRES,7MTM2_contAGSTDRES,7MTM2_contAGMADREM,7MTM2_contAGSTDREM,7MTM2_contAGMADIMM,7MTM2_contAGSTDIMM,7MTM2_contBMAJ,7MTM2_contBMIN,7MTM2_contBPA,7MTM2_spw0PEAK,7MTM2_spw0AGMADRESch0200,7MTM2_spw0AGSTDRESch0200,7MTM2_spw0AGMADRESch1000,7MTM2_spw0AGSTDRESch1000,7MTM2_spw0AGMADRESch2000,7MTM2_spw0AGSTDRESch2000,7MTM2_spw0AGMADRESch2800,7MTM2_spw0AGSTDRESch2800,7MTM2_spw0BMAJ,7MTM2_spw0BMIN,7MTM2_spw0BPA,7MTM2_spw1PEAK,7MTM2_spw1AGMADRESch0200,7MTM2_spw1AGSTDRESch0200,7MTM2_spw1AGMADRESch1000,7MTM2_spw1AGSTDRESch1000,7MTM2_spw1AGMADRESch2000,7MTM2_spw1AGSTDRESch2000,7MTM2_spw1AGMADRESch2800,7MTM2_spw1AGSTDRESch2800,7MTM2_spw1BMAJ,7MTM2_spw1BMIN,7MTM2_spw1BPA,7MTM2_spw2PEAK,7MTM2_spw2AGMADRESch0200,7MTM2_spw2AGSTDRESch0200,7MTM2_spw2AGMADRESch1000,7MTM2_spw2AGSTDRESch1000,7MTM2_spw2AGMADRESch2000,7MTM2_spw2AGSTDRESch2000,7MTM2_spw2AGMADRESch2800,7MTM2_spw2AGSTDRESch2800,7MTM2_spw2BMAJ,7MTM2_spw2BMIN,7MTM2_spw2BPA,7MTM2_spw3PEAK,7MTM2_spw3AGMADRESch0200,7MTM2_spw3AGSTDRESch0200,7MTM2_spw3AGMADRESch1000,7MTM2_spw3AGSTDRESch1000,7MTM2_spw3AGMADRESch2000,7MTM2_spw3AGSTDRESch2000,7MTM2_spw3AGMADRESch2800,7MTM2_spw3AGSTDRESch2800,7MTM2_spw3BMAJ,7MTM2_spw3BMIN,7MTM2_spw3BPA
123,G019.9386-00.2079,277.0417916667,-11.6393888889,191,0.209999999999988,0.0005308488,7.231877680169e-05,9.151273843599e-05,6.845637108199e-05,8.79413128132e-05,9.500078158453e-05,0.0001403347705491,1.528435230255,1.0986664295196,-82.47533416748,0.04972643,0.0053807325,0.0075204107,0.006080192,0.008831809,0.0056876936,0.008506627,0.005998813,0.00873412,1.61415266990652,1.16141259670272,-82.92795562744,0.23162381,0.007061747,0.010320386,0.0057774917,0.008554352,0.005344799,0.007970978,0.0059364545,0.008180202,1.5907356739044,1.15666806697848,-83.51647949219,0.119993195,0.010575573,0.016200982,0.010990833,0.016479194,0.01124881,0.016523054,0.010549136,0.01597527,1.61126530170444,1.15766859054564,-82.85633087158,0.39014667,0.012041751,0.017834703,0.012163774,0.017879345,0.011238061,0.016454581,0.010596521,0.015823321,1.59539270401008,1.15708863735216,-82.92491149902
124,G023.3891+00.1851,278.3096666667,-8.399277777788,191,0.209999999999988,0.05720238,0.0001261868455913,0.0001571578468429,0.0001171354961116,0.0001489795540692,0.0001825515792007,0.0002673990675248,1.54667329788204,1.11597096920004,-82.56051635742,1.170713,0.0054142363,0.007935257,0.005684405,0.008122573,0.005821803,0.008345822,0.0054572537,0.008216687,1.61668610572824,1.17812383174908,-83.79293823242,1.7854561,0.007230101,0.0104581835,0.006051216,0.008698992,0.0054886458,0.007782899,0.0053424444,0.008161859,1.60407400131216,1.16933667659748,-82.24688720703,1.2094737,0.011081868,0.01663876,0.011555374,0.016715145,0.012026991,0.01770447,0.011929273,0.017433556,1.61406981945036,1.17728054523468,-84.34771728516,1.8923614,0.014099416,0.020813482,0.012619405,0.018056862,0.012778044,0.018133769,0.011533657,0.016940128,1.60982692241652,1.16833460330952,-82.60187530518
125,G023.6566-00.1273,278.7148333334,-8.30600000001,197,0.209999999999988,0.08052509,0.0001462118525524,0.0001774850825313,0.0001272685622098,0.0001639250840526,0.0002263437054353,0.0003386834287085,1.58565580844868,1.14964425563796,-83.12575531006,0.8687438,0.005376996,0.007856679,0.0052785706,0.007676372,0.0057447944,0.008314299,0.005409528,0.007866843,1.60799288749704,1.1849267482758,-83.84494018555,0.82662225,0.0066541433,0.009535087,0.005244531,0.0076927515,0.004928035,0.0071968343,0.005055289,0.007567543,1.5950309038164,1.17313182353988,-82.93583679199,0.90189373,0.010358371,0.014918055,0.010364765,0.015416332,0.010339552,0.014982744,0.010611057,0.015819523,1.60266935825352,1.183530807495,-83.86618804932,0.8336627,0.012072645,0.017463764,0.011463979,0.016634434,0.010720468,0.015824547,0.010796618,0.01624559,1.59927475452408,1.17206943035112,-82.26847839355
126,G023.8176+00.3841,278.3314166667,-7.927166666676,193,0.209999999999988,0.07226161,0.0001294851535931,0.000166028534295,0.0001202784551424,0.0001584448036738,0.0001730113872327,0.0002548273769207,1.5457640886306,1.13252043724056,-83.12524414062,0.6018718,0.005383128,0.007839769,0.0057192133,0.008399013,0.005773754,0.008353306,0.0055735167,0.008079022,1.6077826023102,1.17458474636088,-82.71474456787,1.5492319,0.0065449295,0.009455168,0.0056945765,0.008048873,0.0051140045,0.0074398494,0.004898158,0.007354386,1.58985841274244,1.173049211502,-83.29677581787,0.6785491,0.01083716,0.016030302,0.010912552,0.016096093,0.0103232525,0.015005844,0.010998145,0.015809992,1.59527921676624,1.17611968517316,-82.9836730957,1.7952142,0.013033326,0.019396571,0.011528681,0.016570447,0.011008638,0.016602946,0.010664723,0.015784362,1.59306013584144,1.17311930656416,-82.0813369751
127,46677,272.7259583334,-20.54723333335,189,0.209999999999988,0.0020631228,6.64686303935e-05,8.935430378187e-05,6.159354234114e-05,8.503305434715e-05,8.79839353729e-05,0.000120829892694,1.45872259140024,1.1484557390214,-88.90689086914,0.061449718,0.0034988453,0.005207415,0.0036834555,0.0054001613,0.003964306,0.0058163586,0.003734883,0.0053744605,1.58291101455696,1.22478008270256,88.40251159668,0.2791395,0.0043644872,0.006571582,0.0036890486,0.0055100513,0.0034722262,0.00506071,0.0033738234,0.004932292,1.50187981128696,1.20170176029216,-88.7161026001,0.07383255,0.0070252838,0.010170593,0.0077430187,0.011388656,0.0073647792,0.010846326,0.0074988403,0.011183649,1.51593792438492,1.2158235311508,-88.57279205322,0.42911533,0.008579071,0.0129635595,0.008127446,0.012162557,0.007498225,0.010859088,0.007203596,0.010668732,1.4971964359284,1.1966334581376,-87.78535461426
128,46696,272.7435416667,-20.54729444446,189,0.209999999999988,0.001766329,7.055486639729e-05,9.377006063005e-05,6.744001439074e-05,9.087810030906e-05,8.133868686855e-05,0.0001171996627818,1.4019671678544,1.11304616928084,-89.97533416748,0.16205205,0.003498341,0.0050697927,0.0038169627,0.0056738555,0.0040441565,0.005856672,0.003921344,0.005751917,1.48444306850448,1.1604055166244,87.85166168213,0.15859814,0.0042750854,0.006277446,0.0037311753,0.005369363,0.0034697233,0.0050353417,0.003192774,0.004733354,1.41103124618544,1.13993549346924,-89.10679626465,0.18005851,0.0072785355,0.011020193,0.0073265443,0.010917758,0.0075773043,0.011209135,0.007777967,0.011196569,1.41791176795968,1.14698529243468,-88.97769165039,0.26892713,0.009243641,0.013824275,0.008511327,0.012558375,0.0075902566,0.011263132,0.00751773,0.011043326,1.40392839908592,1.13386118412024,-89.0545501709
129,47184,272.2508750001,-20.19062777779,189,0.209999999999988,0.009953982,9.57705633482e-05,0.0001203881838592,8.197010902222e-05,0.0001106285708374,0.0001440832420485,0.0001994565391215,1.40813875198368,1.11733102798452,89.5266494751,0.2173097,0.0036771575,0.0052978885,0.0036856816,0.0056475573,0.0035964705,0.0052538486,0.003602342,0.005245746,1.48546409606928,1.16252076625812,88.34689331055,0.3109063,0.0044241063,0.006679411,0.0036966938,0.0052688676,0.0033498807,0.0049059563,0.0032784755,0.00481393,1.41156089305884,1.13699936866752,-88.47354125977,0.24379143,0.007558622,0.010970165,0.007420765,0.010581178,0.0074352217,0.011293628,0.007040903,0.010446961,1.42151832580572,1.14892518520368,-88.3487701416,0.42879725,0.008534287,0.012540516,0.007810509,0.011503149,0.008007314,0.011985956,0.007433559,0.010851773,1.40298271179192,1.13402986526484,-87.66766357422
130,49005,272.4901666667,-19.81121944446,189,0.209999999999988,0.0069070295,7.316230039578e-05,8.896453800844e-05,6.806844612584e-05,8.525334851583e-05,0.0001141954708146,0.0001613199419808,1.45208895206436,1.15242767334,-89.74369049072,0.23670346,0.0036382969,0.0052554957,0.0040621986,0.0059103165,0.003974705,0.0058144303,0.003627814,0.0053097825,1.57548248767836,1.22752547264088,88.89628601074,0.3129653,0.004617111,0.006982502,0.0038452933,0.005532135,0.003348025,0.0048471396,0.0032910865,0.004778967,1.49982511997232,1.20747876167304,-88.3205871582,0.25032628,0.0073009897,0.010634738,0.0070470334,0.010533994,0.006944578,0.010392345,0.007346023,0.010637207,1.5137482881546,1.21818685531608,-88.27993011475,0.6655371,0.008312763,0.011907313,0.00819136,0.012276647,0.008555523,0.0121714985,0.007025205,0.01054387,1.49937081336972,1.1985329389572,-88.09822845459
131,49337,272.5130416667,-19.7289138889,189,0.209999999999988,0.0047831237,7.192319753813e-05,8.92600583029e-05,6.593755824724e-05,8.480519318255e-05,9.713128383737e-05,0.0001358521403745,1.44630694389348,1.1520626544954,-89.38503265381,0.13960436,0.0037086476,0.0053091487,0.004007479,0.005910152,0.0039857524,0.005904425,0.003696848,0.0053830496,1.57436418533328,1.2250790596008,88.39861297607,0.15016446,0.0044050305,0.006686362,0.003597188,0.005213074,0.0034379784,0.004885197,0.0032347704,0.0047610267,1.50195217132584,1.20438671112072,-88.29379272461,0.15020105,0.007270755,0.010764467,0.0074552665,0.010778561,0.007547397,0.011079718,0.0071384422,0.010562283,1.51190090179452,1.21713757514964,-88.50508117676,0.22736102,0.008442482,0.012933126,0.008389156,0.012252192,0.008177838,0.011653244,0.0077867545,0.011475885,1.49953067302716,1.19606685638436,-87.92446136475
132,50433,272.5225416667,-19.38817777779,189,0.209999999999988,0.0007366869,7.34000641387e-05,9.89213003777e-05,7.134150655475e-05,9.686204430182e-05,8.749077824177e-05,0.000124710961245,1.3980425596236,1.11683070659628,89.3763885498,0.035268955,0.0037960564,0.00560415,0.0038061845,0.005593326,0.00383103,0.005772692,0.0037415929,0.005475161,1.48048293590532,1.16388630866988,88.41374969482,0.1046574,0.0046454174,0.0070355693,0.0036509847,0.005321307,0.0034523886,0.005156953,0.0032411509,0.0047308304,1.41088736057292,1.1395885944366,-87.89231109619,0.07273428,0.0071593616,0.010420937,0.007247796,0.010479275,0.007267833,0.0110132415,0.00739561,0.0107633285,1.42265355586992,1.1502649784088,-88.46483612061,0.19129412,0.008640219,0.012972218,0.008688232,0.013065404,0.0078671,0.011400147,0.0072361496,0.010990674,1.40417611598952,1.13626253604888,-87.59828186035
133,50555,272.9919166667,-19.59878611112,189,0.209999999999988,0.01538179,7.310100045288e-05,8.826982229948e-05,6.596256571356e-05,8.340496424353e-05,0.0001140158128692,0.0001622817653697,1.44702506065356,1.15192866325392,-89.44007873535,0.8390668,0.0034896818,0.005077392,0.0038335691,0.0053788796,0.003865212,0.0055847797,0.0038057547,0.0055563813,1.57227051258072,1.22922158241276,88.36592102051,0.25844666,0.004268816,0.0063652364,0.0038813623,0.0057641147,0.0036157328,0.0052237525,0.0037557783,0.005528826,1.49974250793444,1.20820689201348,-88.81624603271,1.3021721,0.007460527,0.010965282,0.0075366287,0.010959473,0.0073023415,0.010837555,0.007510124,0.011343069,1.51600277423844,1.21794712543476,-89.15713500977,0.27378702,0.0085449135,0.01265871,0.008279383,0.011949158,0.0076209577,0.011614198,0.007886771,0.011781445,1.49859702587124,1.19988584518428,-88.03502655029
134,51020,272.6435416667,-19.28248611112,189,0.209999999999988,0.00078858866,6.997909076745e-05,9.106913057622e-05,6.747886072844e-05,8.917751256377e-05,8.06594180176e-05,0.0001137298386311,1.39909982681268,1.1182215213774,88.93531036377,0.036498904,0.003796425,0.005578966,0.0040087425,0.0060726036,0.00420516,0.0061155907,0.003999649,0.005872456,1.48064565658572,1.16181576252,88.00820922852,0.15298188,0.0045138877,0.006696104,0.0038722823,0.0057015363,0.003526425,0.005191429,0.0033285993,0.0048856237,1.41200852394096,1.1410567760466,-88.58118438721,0.06917533,0.007693743,0.011252683,0.0074951234,0.011202503,0.007341938,0.011073566,0.007177315,0.0104555385,1.42492210865028,1.15046977996836,-88.7230758667,0.31804815,0.00819463,0.012312725,0.008454154,0.012362982,0.008215137,0.012097136,0.007821672,0.011502554,1.40455806255324,1.13613951206196,-87.74610900879
135,52831,273.0919166667,-18.94782222224,189,0.209999999999988,0.0042234673,6.929221126484e-05,9.269019210478e-05,6.657450285275e-05,9.025236067828e-05,7.886258390499e-05,0.0001146801223513,1.39672946929932,1.11714649200432,88.65808105469,0.18692133,0.0034520165,0.0049784174,0.0040600216,0.006083233,0.004000984,0.00602322,0.0041572163,0.006203399,1.4739401340486,1.16423606872548,87.73223114014,0.24432266,0.004647395,0.0067676557,0.0036892486,0.005487864,0.0036659236,0.005281613,0.0035420766,0.0052734134,1.40763962268828,1.14378690719592,-89.21474456787,0.21441053,0.0073919096,0.010855426,0.00719102,0.0107773645,0.0074809254,0.011164592,0.007199943,0.010493847,1.42232906818404,1.15305852890016,-89.04573059082,0.262139,0.008301326,0.012019421,0.008475545,0.012407522,0.008307889,0.012043854,0.007877494,0.011756477,1.40224051475532,1.13801908493052,-87.81894683838
136,53795,273.0468333334,-18.69107500001,189,0.209999999999988,0.047024526,7.142376853153e-05,8.731702837395e-05,6.476017006207e-05,8.231616084231e-05,0.0001265999890165,0.0001799905003281,1.41079306602492,1.12896442413324,87.06478881836,0.35669786,0.0037358243,0.0054581715,0.0039863004,0.005828226,0.0039444948,0.005683221,0.004062544,0.0060069845,1.46331143379216,1.1771857738494,87.36096954346,1.6475657,0.0046439045,0.007103132,0.0038381966,0.0056658164,0.004104811,0.00585726,0.005041724,0.006667679,1.43483972549436,1.15925955772392,89.57904052734,0.38616017,0.0076682023,0.011321479,0.0074534793,0.010933615,0.0073878556,0.010740549,0.007899855,0.011712592,1.45891118049624,1.17503607273084,87.40438079834,1.6527044,0.009251641,0.013482894,0.008829664,0.012901567,0.008297144,0.011856638,0.007928251,0.011736922,1.42393124103552,1.14832329750072,89.78788757324
137,53869,273.4915416667,-18.90468333335,203,0.209999999999988,0.10756283,0.0003047232457902,0.0004004867805634,0.0002769214916043,0.0003697132051457,0.000375889649149,0.0005440496606752,1.54821896553024,1.2173377275468,87.32419586182,1.3240697,0.0038513546,0.005579655,0.0038804354,0.005544209,0.00382824,0.005676458,0.0037973078,0.005543099,1.46668744087236,1.17153882980352,88.2984085083,1.7982994,0.004269917,0.00636263,0.0037308638,0.0053131743,0.0050706947,0.0069551193,0.0045952746,0.006152405,1.45328056812288,1.1614445447922,88.51037597656,1.3281659,0.0076333843,0.011311769,0.0073427246,0.010523385,0.007106603,0.010584079,0.007865304,0.011642929,1.46586549282084,1.16501080989852,88.30694580078,1.836344,0.008938131,0.012947105,0.009241965,0.01313461,0.008383035,0.012108595,0.008297633,0.012068735,1.44528257846844,1.15320551395428,88.3264541626
138,54001,273.5046250001,-18.89004166668,189,0.209999999999988,0.13893941,0.000152480773977,0.0001881874777609,0.0001268851483474,0.0001678438275121,0.0002204878546763,0.0003099064342678,1.41241836547836,1.12668657302844,87.2797088623,0.7341791,0.0038470656,0.0054878327,0.0039088777,0.0057656877,0.0038422795,0.005373126,0.0037657085,0.005495321,1.46608507633212,1.16676759719844,87.77119445801,1.559439,0.004262227,0.0061311503,0.003761949,0.0055900817,0.00404582,0.005720058,0.0057684197,0.0073083523,1.42565822601336,1.15090668201456,87.94077301025,0.907849,0.007612698,0.011091165,0.0072682593,0.01089419,0.0070666075,0.010469215,0.007655107,0.011260002,1.43294155597692,1.15854072570792,89.01699066162,1.829731,0.008673684,0.012614291,0.008465553,0.012111966,0.007875614,0.011572415,0.0075962036,0.011168023,1.410774588585,1.1441835165024,89.62294769287
139,55190,273.1848333334,-18.43770277779,189,0.209999999999988,0.0006506561,7.308347267099e-05,9.75706425379e-05,6.880419095978e-05,9.311537723988e-05,8.706509834155e-05,0.0001232384092873,1.40054702758776,1.1222506761552,87.88721466064,0.046056792,0.0036637988,0.005395878,0.0040112482,0.006054893,0.003879818,0.005578819,0.0038279698,0.0056561586,1.46853470802312,1.16313469409952,87.90524291992,0.80403286,0.004707809,0.006876041,0.0037252526,0.005388896,0.0034005304,0.0051321927,0.0034251693,0.005026976,1.41423285007476,1.14238786697388,-89.03340911865,0.0935823,0.0075192926,0.010783158,0.0074457726,0.011028699,0.007403027,0.010954419,0.007288835,0.010512934,1.422696352005,1.15304613113412,-89.25141906738,1.0661008,0.00847968,0.01268935,0.0082099335,0.012290592,0.008166392,0.012221439,0.008066095,0.012062748,1.40478563308716,1.1375901699066,-88.8011932373
140,55288,273.1655416667,-18.40516666668,201,0.209999999999988,0.381923,0.0005322383949533,0.0006970169488341,0.0004730397777166,0.0006323932902887,0.0008231334504671,0.001289269188419,1.48929715156572,1.19070446491224,88.27736663818,2.410992,0.003738608,0.0054971487,0.0040735295,0.005828659,0.0039224313,0.005547222,0.004174689,0.0060233385,1.47068107128144,1.16272556781768,87.77789306641,3.4146848,0.004706923,0.006715232,0.0038163872,0.005514185,0.0038884287,0.005613642,0.003572828,0.005154531,1.42122435569748,1.14468812942508,89.97132110596,2.580319,0.0077754147,0.011114017,0.007230327,0.010536756,0.007380293,0.010495265,0.0076872567,0.011185551,1.4350223541258,1.155180454254,89.01142883301,3.4595983,0.008572879,0.012401352,0.008634668,0.012295369,0.0085165575,0.012336047,0.007986427,0.0115014305,1.41484951972944,1.14271569252,89.97171020508
141,56184,273.6031666667,-18.40918333335,189,0.209999999999988,0.013612173,7.029448897811e-05,8.512452041032e-05,6.044232577551e-05,7.831974653527e-05,0.0001216964083142,0.0001627561287023,1.4440908432006,1.16056573390944,88.64196014404,0.24311031,0.0037256721,0.0054705646,0.0036824862,0.005419213,0.0039779483,0.005921896,0.0037382334,0.005349667,1.55552172660828,1.22942030429844,88.32731628418,1.3641998,0.004501926,0.006470358,0.0035261598,0.0052523375,0.0033936885,0.004865349,0.0035001163,0.0051166187,1.49749553203596,1.2146142721176,-89.90316772461,0.30676585,0.0071983305,0.010823918,0.0077465614,0.011558069,0.007399057,0.0109137455,0.007802869,0.011404421,1.51556015014632,1.2202762365342,-89.59825897217,1.800489,0.008607385,0.012816404,0.007907998,0.011443167,0.008292061,0.011989152,0.008308066,0.011783412,1.49344360828416,1.20582938194272,-89.40584564209
142,56634,273.4238750001,-18.20987777779,189,0.209999999999988,0.0071726623,6.987766391831e-05,8.769369742367e-05,6.193604349392e-05,8.167554915417e-05,9.575138392393e-05,0.0001320971350651,1.39989578723892,1.12345349788656,87.75602722168,0.12725526,0.0036990368,0.0054785716,0.0040574525,0.005904779,0.004068819,0.0059400145,0.0039913123,0.0057642222,1.46596026420576,1.1630356311798,87.67435455322,0.48151237,0.004389153,0.0066043315,0.0037789077,0.0055764355,0.0038078476,0.005565991,0.003635113,0.005322988,1.41399359703072,1.14441955089552,-88.99210357666,0.15127327,0.0074974275,0.011305569,0.007865894,0.011598055,0.008300001,0.012217792,0.0077276574,0.011251948,1.42320370674132,1.1529520750044,-89.73014831543,0.59651357,0.009444849,0.014089641,0.008470328,0.01227856,0.008011737,0.0120225875,0.0075579556,0.01104222,1.40505492687228,1.13924324512476,-88.71817016602
143,56859,273.5695000001,-18.21753333335,189,0.209999999999988,0.0138604855,7.688104233239e-05,9.760581451701e-05,7.192311750259e-05,9.346004662802e-05,0.0001043658121489,0.000151030937559,1.39579844474808,1.12015652656572,87.99380493164,0.10327256,0.0036262043,0.0052375584,0.0038582706,0.0055957297,0.003894592,0.0058746086,0.003976479,0.0060158474,1.46520018577584,1.163016319275,87.55625915527,0.3197772,0.0043204417,0.0063475855,0.0036327848,0.00526526,0.0034599449,0.005013901,0.0035091338,0.0051369485,1.41458988189708,1.14391851425172,-88.89572143555,0.14688125,0.0076155774,0.0114137605,0.007598887,0.0112380395,0.0077125635,0.011387472,0.008060284,0.011495084,1.42102730274192,1.15366208553324,-89.5061416626,0.50569737,0.0086229155,0.013106746,0.008657879,0.012838362,0.008263469,0.012473524,0.0076520806,0.01123686,1.40397310256976,1.13893306255332,-89.03425598145
144,57335,273.4781250001,-18.03103333335,199,0.209999999999988,0.18541138,0.0003644226817414,0.0005058437818661,0.0003320361138321,0.0004801459435839,0.0005126127507538,0.0007072127773426,1.47307240962972,1.17972230911272,89.0885925293,2.1614804,0.003887207,0.0054746093,0.0038206133,0.005593608,0.003905508,0.0056376755,0.003881886,0.005678263,1.46527218818676,1.16497480869288,88.38796234131,2.150256,0.0044311737,0.0064587104,0.0036829775,0.005271865,0.0037299907,0.0054171225,0.003816228,0.0055696815,1.41240608692164,1.14356040954588,-88.66357421875,2.213321,0.0072264476,0.010312573,0.007342864,0.011233229,0.007985164,0.011859554,0.008169729,0.0117159765,1.42552268505108,1.15276491641988,-89.41904449463,2.2164247,0.008869362,0.013179266,0.008425966,0.01238799,0.008088641,0.011867797,0.007674739,0.010960569,1.40613436698912,1.13656485080736,-87.81351470947
145,57596,273.5307916667,-18.0112638889,189,0.209999999999988,0.116520055,0.0001104968687287,0.0001465367822675,0.0001009607294691,0.0001361136964988,0.0001298382412642,0.0001903016091092,1.39482593536392,1.11585330963144,88.87186431885,0.6772065,0.00366568,0.005280464,0.003606562,0.005329014,0.0038340052,0.0056461133,0.0038767653,0.005851174,1.466911792755,1.1644076108934,88.53787231445,1.3189259,0.004525584,0.0067425985,0.003617084,0.005468156,0.0039007873,0.0054288986,0.0037950661,0.0053979033,1.41401243209824,1.14136338233952,-88.40137481689,0.69871545,0.0072266036,0.0105210915,0.007639583,0.011257183,0.007825084,0.011605231,0.008016666,0.011857449,1.42594552040112,1.15263664722432,-89.0715637207,1.6005572,0.009064203,0.013497393,0.009015766,0.01334125,0.0079101175,0.01199458,0.007625795,0.0113991,1.40636491775496,1.13670885562884,-87.76545715332
146,57641,273.4328750001,-17.94308055557,189,0.209999999999988,0.0068505835,9.175655577565e-05,0.0001183996864711,8.308258111356e-05,0.0001101596935769,0.000119641328638,0.0001673956576269,1.4052772521972,1.12040591239944,88.54683685303,0.24203691,0.0037231976,0.0053924997,0.0038795136,0.0057450216,0.0041938396,0.0062597217,0.004155213,0.0060910005,1.46489322185532,1.16400516033168,88.18840026855,0.40545455,0.0045598545,0.0067193154,0.0037574267,0.0053466577,0.003656968,0.0052852626,0.003661436,0.0052712983,1.4116493463516,1.14008510112768,-88.38890838623,0.26777652,0.0077978657,0.01155753,0.007734536,0.0117014665,0.0077304975,0.011113144,0.007839559,0.011562609,1.424758553505,1.14872789382948,-89.09941101074,0.575759,0.00944787,0.013994446,0.008398763,0.012484807,0.0077668955,0.011608518,0.00737959,0.010580676,1.4039702415468,1.13473463058468,-87.76460266113
147,58312,273.6058750001,-17.89890000001,189,0.209999999999988,0.03624547,7.199156971183e-05,8.679892198415e-05,6.410267815227e-05,8.099557453534e-05,0.0001341483584838,0.0001861266355263,1.42751979827892,1.13128781318676,87.40446472168,0.3907648,0.0036209335,0.0051343194,0.00384399,0.0056856996,0.003714642,0.0055772946,0.0039483844,0.0059113456,1.46503996849044,1.1708780527116,87.80751037598,0.7823097,0.0045014527,0.006648725,0.003807221,0.005544717,0.0043550716,0.0058987774,0.0062585925,0.007895898,1.44762349128732,1.15689277648908,87.85600280762,0.44456732,0.007455791,0.011073955,0.007731922,0.011574812,0.0075421194,0.011146361,0.008017836,0.011968438,1.45283055305472,1.16332912445076,88.85316467285,1.0902493,0.009557247,0.013863465,0.008829198,0.012594161,0.00819185,0.012125472,0.0077606263,0.011745657,1.44138979911816,1.14846467971788,88.86161804199
148,58516,273.6424166667,-17.86405555557,189,0.209999999999988,0.021173775,7.13620102033e-05,8.678485028213e-05,6.298399239313e-05,8.076478115981e-05,0.0001371766993543,0.0001839296455728,1.5251898765564,1.210983991623,85.20291900635,0.596894,0.0041107233,0.005958285,0.004310447,0.0063565685,0.004215617,0.006367843,0.00400852,0.0060645677,1.63041615486144,1.28576338291152,85.17458343506,0.41995153,0.0050146584,0.007537404,0.003991101,0.005994395,0.004243989,0.0060640327,0.0049819974,0.0069323853,1.57076740264896,1.26269006729112,84.33796691895,0.64746994,0.008278716,0.012278283,0.008365222,0.012182872,0.008832897,0.012693871,0.009048371,0.0136006,1.57875812053668,1.24986219406128,89.09345245361,0.5725433,0.009606759,0.014481669,0.00955379,0.013580764,0.009082092,0.013578088,0.0088076005,0.012721938,1.5785167217256,1.25130391120908,84.56814575195
149,58549,273.6646666667,-17.8668638889,199,0.209999999999988,0.11595823,0.0003424737951718,0.0004315529658925,0.0003044418117497,0.0003984849026892,0.000510519836098,0.0007226360030472,1.51664626598364,1.19855809211724,-87.15528869629,4.0238442,0.0039597726,0.0057957326,0.0036844742,0.0053497097,0.0037697237,0.005535768,0.0037401519,0.0055350265,1.5059039592744,1.18562483787552,-85.32395935059,4.7296224,0.004448167,0.006428502,0.003575887,0.005197894,0.0055148085,0.007148457,0.008380698,0.010383179,1.4688862562178,1.156600356102,-88.05778503418,4.006978,0.007629816,0.011231259,0.0075814556,0.010858325,0.007696418,0.011183008,0.007592554,0.011161857,1.4729169607164,1.16703581810004,-88.18830108643,3.6361897,0.008870873,0.012719554,0.009603721,0.013575225,0.008496705,0.01231186,0.008075591,0.012165588,1.45845174789432,1.15486061573016,-87.45599365234
150,58583,273.7362916667,-17.8957138889,189,0.209999999999988,0.024714826,6.916476559127e-05,8.321127825184e-05,6.024984395481e-05,7.755132537568e-05,0.000114518632472,0.0001579395902809,1.42669296264636,1.1375917196274,-89.64737701416,0.32470548,0.0035448873,0.0052283444,0.003815398,0.005530569,0.0038885826,0.0057806317,0.0037631148,0.0053665726,1.47069311141952,1.1837700605394,-88.56185150146,0.17412703,0.004631203,0.0068637924,0.0039086435,0.0057026194,0.004085299,0.0057315202,0.004080914,0.005707417,1.4454118013382,1.1599580049516,-85.71186828613,0.35113767,0.007833771,0.011226723,0.007865457,0.011438204,0.0077618416,0.011308882,0.00818145,0.011784222,1.4566004276274,1.17154061794296,-86.9866027832,0.250209,0.009202861,0.013353384,0.008289496,0.012470798,0.008085124,0.011826044,0.0078101386,0.011667709,1.43870937824232,1.15096807479852,-86.13478088379
151,58971,273.6444583334,-17.73328611113,189,0.209999999999988,0.0028333853,7.138468936319e-05,9.140376641881e-05,6.833734369138e-05,8.843596151564e-05,9.001974831335e-05,0.0001272799709113,1.40160381793992,1.11637341976176,89.62953948975,0.11972195,0.0035494808,0.0051060976,0.003755978,0.005474915,0.0037297548,0.0055035404,0.0038002362,0.0056000287,1.47263479232796,1.1603668928148,88.50678253174,0.27610132,0.0043693394,0.006450165,0.0035308958,0.0051395525,0.0033680422,0.005161836,0.0034152146,0.0049739694,1.41328537464132,1.13561403751368,-87.56740570068,0.13701363,0.0073780944,0.011007578,0.0076291827,0.01125665,0.0074991365,0.011093943,0.007891494,0.011300595,1.4226397275924,1.14811146259308,-88.16561126709,0.3247042,0.0086227525,0.012738148,0.008130233,0.012362907,0.00814847,0.012174753,0.007884354,0.011359585,1.40516507625588,1.13237261772156,-87.15660095215
