,Source,OBSRA,OBSDEC,7MTM2TM1_contNAXIS,7MTM2TM1_contCDELT,7MTM2TM1_contPEAK,7MTM2TM1_contAGMADRES,7MTM2TM1_contAGSTDRES,7MTM2TM1_contAGMADREM,7MTM2TM1_contAGSTDREM,7MTM2TM1_contAGMADIMM,7MTM2TM1_contAGSTDIMM,7MTM2TM1_contBMAJ,7MTM2TM1_contBMIN,7MTM2TM1_contBPA,7MTM2TM1_spw0PEAK,7MTM2TM1_spw0AGMADRESch0200,7MTM2TM1_spw0AGSTDRESch0200,7MTM2TM1_spw0AGMADRESch1000,7MTM2TM1_spw0AGSTDRESch1000,7MTM2TM1_spw0AGMADRESch2000,7MTM2TM1_spw0AGSTDRESch2000,7MTM2TM1_spw0AGMADRESch2800,7MTM2TM1_spw0AGSTDRESch2800,7MTM2TM1_spw0BMAJ,7MTM2TM1_spw0BMIN,7MTM2TM1_spw0BPA,7MTM2TM1_spw1PEAK,7MTM2TM1_spw1AGMADRESch0200,7MTM2TM1_spw1AGSTDRESch0200,7MTM2TM1_spw1AGMADRESch1000,7MTM2TM1_spw1AGSTDRESch1000,7MTM2TM1_spw1AGMADRESch2000,7MTM2TM1_spw1AGSTDRESch2000,7MTM2TM1_spw1AGMADRESch2800,7MTM2TM1_spw1AGSTDRESch2800,7MTM2TM1_spw1BMAJ,7MTM2TM1_spw1BMIN,7MTM2TM1_spw1BPA,7MTM2TM1_spw2PEAK,7MTM2TM1_spw2AGMADRESch0200,7MTM2TM1_spw2AGSTDRESch0200,7MTM2TM1_spw2AGMADRESch1000,7MTM2TM1_spw2AGSTDRESch1000,7MTM2TM1_spw2AGMADRESch2000,7MTM2TM1_spw2AGSTDRESch2000,7MTM2TM1_spw2AGMADRESch2800,7MTM2TM1_spw2AGSTDRESch2800,7MTM2TM1_spw2BMAJ,7MTM2TM1_spw2BMIN,7MTM2TM1_spw2BPA,7MTM2TM1_spw3PEAK,7MTM2TM1_spw3AGMADRESch0200,7MTM2TM1_spw3AGSTDRESch0200,7MTM2TM1_spw3AGMADRESch1000,7MTM2TM1_spw3AGSTDRESch1000,7MTM2TM1_spw3AGMADRESch2000,7MTM2TM1_spw3AGSTDRESch2000,7MTM2TM1_spw3AGMADRESch2800,7MTM2TM1_spw3AGSTDRESch2800,7MTM2TM1_spw3BMAJ,7MTM2TM1_spw3BMIN,7MTM2TM1_spw3BPA
259,784722,238.6582083334,-54.18983888889,535,0.06900000000001201,0.0066718813,7.565484702354e-05,0.000106842162495,7.0221380156e-05,0.0001003169018077,8.311667625094e-05,0.0001188380701933,0.4984600842,0.41662487387664,33.17018508911,0.11338599,0.0019925192,0.0028876206,0.0022320207,0.0033107144,0.0022430744,0.0033053914,0.0021757425,0.0032412922,0.6189340353012,0.56461858749396,68.14086151123,0.3751623,0.0026710269,0.0039513465,0.002177706,0.0032161302,0.0019636913,0.002881889,0.0019329715,0.0027724896,0.60901236534132,0.5642916560172,71.77851104736,0.14661027,0.004159353,0.0060130423,0.0039257524,0.0056713717,0.0043643983,0.006541439,0.0045570647,0.006787415,0.6182873845099199,0.5609442591666,66.8053894043,0.42211694,0.005371154,0.0079564275,0.004951094,0.007412179,0.0048156795,0.007074589,0.004522841,0.006728449,0.648432970047,0.59350168704996,85.1883392334
260,784793,237.283625,-53.16122222223,505,0.073000000000008,0.0010597635,4.336729762144e-05,6.236881017685e-05,4.243023067829e-05,6.100998871261e-05,4.532320235739e-05,6.680112710455e-05,0.51079881191256,0.43922603130336,41.83697128296,0.049129996,0.0020842336,0.0030784188,0.0022313078,0.0033352163,0.002346308,0.0034542389,0.002217291,0.0033329679,0.60612952709196,0.56107360124604,69.29254150391,0.10142366,0.0023936594,0.0034488467,0.002032674,0.002969608,0.0020314918,0.0029660386,0.0018688089,0.0027431685,0.6001714468000799,0.54318326711652,63.35046768188,0.06564077,0.00430028,0.006440068,0.004341131,0.006433128,0.0044692117,0.0065873004,0.00409992,0.005954852,0.60194849967972,0.54662227630632,64.38162994385,0.13862851,0.0051856493,0.0076678316,0.0045833834,0.0066502485,0.004508775,0.0067115715,0.004263283,0.006268617,0.63489931821828,0.57868802547444,87.30965423584
261,784890,238.6600833334,-54.13683611111,641,0.056999999999988,0.011585185,6.45508771413e-05,9.17022334761e-05,6.034513717168e-05,8.671468822286e-05,6.99982047081e-05,9.979354945244e-05,0.42622864246368,0.330190449953076,26.6333656311,0.07612513,0.0021913394,0.0032475756,0.0023137992,0.0034393442,0.002343685,0.0034782598,0.0022899827,0.003412002,0.5903060436248401,0.51054954528816,48.63648986816,0.19422963,0.0028017736,0.004154308,0.00218049,0.0032621184,0.002070696,0.0030708693,0.0019139731,0.002751764,0.59164518117888,0.51941204071056,50.12838363647,0.09807986,0.0046219504,0.0068347277,0.0044460734,0.006443778,0.004587614,0.006901277,0.004357517,0.0063265185,0.58518004417416,0.51177126169188,49.01792144775,0.2750362,0.0054965345,0.008033654,0.005213314,0.0077236774,0.0045834696,0.0066200313,0.0047309464,0.0069852523,0.59839612245576,0.55845779180544,60.63846206665
262,785620,239.1920833334,-54.27291944445,499,0.074000000000016,0.0019172633,4.4083197281e-05,6.28686248092e-05,4.334420373198e-05,6.179534102557e-05,4.653833457269e-05,6.793493230361e-05,0.51869934797292,0.44502028822908,38.04485702515,0.04172687,0.0021714454,0.0032113134,0.0022718632,0.003351997,0.0022911732,0.0033873043,0.002140618,0.0031097345,0.6135547757148,0.5689955353737599,70.27195739746,0.045641128,0.0026526507,0.0039324416,0.002114971,0.003114924,0.002177799,0.0032209991,0.0020359948,0.0028606325,0.60987198352824,0.56726086139676,65.27554321289,0.06464097,0.0045215995,0.006713085,0.0046410314,0.0068072844,0.004469135,0.006577317,0.0043057683,0.00635068,0.6171211004256001,0.5615698695181199,66.50269317627,0.06492115,0.0051985825,0.0078010806,0.004952455,0.0074228696,0.0045099347,0.0064798864,0.00434755,0.006437613,0.64200645685188,0.59413158893592,89.2486114502
263,786246,238.27025,-53.39805833334,475,0.078000000000012,0.0011675946,4.315187834436e-05,6.207002297742e-05,4.235674350639e-05,6.089529051678e-05,4.538725261227e-05,6.687152927043e-05,0.5332528352736,0.46621814370156,48.04751586914,0.051799435,0.0020029808,0.002913001,0.0022159896,0.0032731348,0.0022179838,0.0033116555,0.0021482764,0.003198718,0.6268614530562,0.56616401672352,70.86438751221,0.12843198,0.0026740443,0.00396293,0.0020348325,0.002934049,0.0020199497,0.003008069,0.0019247627,0.0027746973,0.62017005682008,0.5610513091086,65.0874786377,0.061679874,0.0042918706,0.0063523343,0.004516496,0.0066702566,0.0046765837,0.006955567,0.004772163,0.0071044588,0.6304498314858,0.56527990102764,70.57423400879,0.1681429,0.0054398123,0.00805416,0.0051300745,0.0075994376,0.004888159,0.0072208107,0.004500066,0.0066709225,0.65493911504736,0.5956779122352,86.34876251221
264,787062,239.478625,-54.00211666667,541,0.068000000000004,0.012704577,7.187559094746e-05,0.0001018293696688,6.782553828089e-05,9.679904178483e-05,8.657531725476e-05,0.000119648364489,0.5006316304206,0.41598775982844,35.75366973877,0.09052721,0.0020610453,0.0030389784,0.0022347344,0.0032897512,0.0022323541,0.003304827,0.0021813947,0.0032265002,0.6167576313018,0.5676787495612801,67.51879882812,0.066554934,0.0026552847,0.0039277426,0.0021881443,0.0032562558,0.0019703906,0.002905655,0.0019325407,0.002870373,0.61798709630952,0.56021237373348,65.8809967041,0.113889396,0.00422292,0.0062813307,0.004365111,0.0064805862,0.003987056,0.005825952,0.0038946578,0.0056145512,0.618846297264,0.56150549650188,67.16623687744,0.10515624,0.0050393613,0.007338883,0.004322978,0.0062590595,0.004484503,0.00666888,0.0044455365,0.0066107134,0.6481274962424399,0.58890765905388,82.41439056396
265,787212,239.4991666667,-53.96638333334,641,0.056999999999988,0.07466759,0.0001509868743597,0.000213057428482,0.0001438513718313,0.0002045208966592,0.0001663501898292,0.0002389078435954,0.4026572704314,0.333901822566996,26.9490070343,1.13355,0.0021390498,0.0031259411,0.002136307,0.003091211,0.0021079043,0.003048808,0.0020792405,0.003012802,0.63757723569876,0.58172017335876,68.94998168945,1.2699224,0.002486494,0.003564616,0.0019818265,0.002867766,0.0020167793,0.0029520078,0.0019701442,0.002835401,0.635710835457,0.57573294639588,66.69834136963,1.1853275,0.0042317575,0.0060772537,0.0043821353,0.0064486773,0.0041825855,0.0059827254,0.0040493514,0.0058404244,0.6502918601037599,0.59074783325208,69.24431610107,1.3158195,0.004775997,0.0068865307,0.0049926084,0.0073964493,0.0042935153,0.0062334025,0.0038658637,0.005593162,0.66216951608652,0.60583823919288,80.71466827393
266,787345,239.0050416667,-53.57658888889,447,0.08300000000001599,0.002741429,5.189202056499e-05,7.442956848536e-05,5.082783900434e-05,7.286472100532e-05,5.556656105909e-05,8.115731179714e-05,0.5519483089448399,0.49039977788928,51.65704345703,0.04929125,0.0022511901,0.0033246882,0.0021338912,0.0030875127,0.0023576622,0.0035160168,0.0022308812,0.003328788,0.6109024286271599,0.55568528175348,65.82263183594,0.065453604,0.002746369,0.0041158637,0.0021612495,0.0031841171,0.0020226901,0.0030247616,0.0019627062,0.0028669417,0.60340529680236,0.5458738803865201,64.62769317627,0.066448264,0.004434528,0.0065062037,0.0040993444,0.0059309443,0.0040778117,0.005834731,0.0043083895,0.00627917,0.61534976959224,0.5654864311218,69.96564483643,0.098442934,0.0052121,0.007706839,0.004957213,0.0073325215,0.004528616,0.0067292475,0.004246925,0.0063225646,0.62659484148024,0.58506786823284,80.91017913818
267,787643,238.9419166667,-53.44508055556,565,0.065000000000016,0.0016960837,4.742511737277e-05,6.785677396692e-05,4.629322575056e-05,6.629333802266e-05,4.948578862241e-05,7.23626872059e-05,0.4893542826174,0.3912348151206,34.56996154785,0.050474055,0.0020541295,0.0029620747,0.0021311345,0.0030712008,0.0022475552,0.0033237957,0.0022161244,0.0032850667,0.6258548498155201,0.56747204065332,71.20636749268,0.10218799,0.002720507,0.0040411884,0.0022055677,0.0032630996,0.0018430346,0.002683773,0.001844121,0.0026782756,0.61750072240812,0.5642553567888,71.45793914795,0.0672367,0.0041449224,0.0059910296,0.004425763,0.0065125846,0.004341683,0.006501934,0.0043704724,0.00646143,0.62270474433912,0.56556475162524,70.06558990479,0.1355453,0.0052024815,0.0077488236,0.0047961525,0.0070602377,0.004570901,0.006847502,0.0044493955,0.0065528112,0.65175741910944,0.59291183948508,82.48709869385
268,787699,239.5361666667,-53.84931666667,513,0.07200000000000001,0.00040084188,4.55855843029e-05,6.57710552332e-05,4.52928688901e-05,6.516990833916e-05,4.652970528696e-05,6.808587204432e-05,0.51206207275404,0.43085572123536,39.61179733276,0.026328495,0.002075226,0.0030216954,0.0021818073,0.0032191137,0.0021886886,0.0032497095,0.002221232,0.003278455,0.6151559352876,0.5657057166099599,68.07400512695,0.039558128,0.0025938288,0.0038647077,0.0021043937,0.0031364814,0.0019502968,0.0028999127,0.0018608815,0.0027100684,0.61300086975108,0.55978655815116,65.12671661377,0.043806586,0.004078618,0.005903525,0.0043778755,0.0065126894,0.003984851,0.0057632136,0.004326722,0.0064024967,0.61453074216852,0.5641643404962,65.76689147949,0.06912782,0.0050827437,0.0075683016,0.004604253,0.0067474,0.004645287,0.0068993107,0.0042678155,0.0062936647,0.6374703049660799,0.58921682834628,82.45449066162
269,787947,239.2335416667,-53.54361111112,457,0.081,0.0024842573,4.683118095272e-05,6.708824366797e-05,4.534056643024e-05,6.516571011161e-05,5.071777195553e-05,7.404200732708e-05,0.53619343042356,0.4977746605872,52.19872283936,0.050311394,0.0020046956,0.002920239,0.0022370866,0.0033275771,0.0022803887,0.0034063733,0.0020574895,0.0029703535,0.6226199269293601,0.56919097900404,69.47122955322,0.085889004,0.0026447787,0.003937838,0.002132393,0.0031575796,0.0019579057,0.0028082393,0.0020258646,0.0029615187,0.61749911308284,0.5643677115439201,67.79698944092,0.06531322,0.004391604,0.0065216217,0.00431722,0.006413532,0.004311344,0.0063933725,0.0044715377,0.0065999576,0.6236510872842,0.56499069929112,68.66886138916,0.16645026,0.005196215,0.007740995,0.004754423,0.007015234,0.004235011,0.0061821584,0.0044259797,0.0064986576,0.6471855640411199,0.590493440628,84.90521240234
270,788531,239.90375,-53.76508333334,405,0.092000000000016,0.11140261,0.0001571405446157,0.0002126152685378,0.0001389616663801,0.0001952893362613,0.0002025466092164,0.0002772154693957,0.60940927267092,0.554571211338,74.3611831665,0.5832218,0.002123591,0.0031336013,0.0022432557,0.0033118918,0.002209513,0.003240958,0.0022044329,0.0032506995,0.6257310509682,0.5678973793983599,68.43299102783,0.5568964,0.0026042692,0.0038547392,0.0021537812,0.003195344,0.0019078525,0.002763251,0.0020268662,0.0029753607,0.61529809236516,0.56659233570084,69.03856658936,0.79356796,0.0046176864,0.006831949,0.0046000318,0.0069084927,0.0046342737,0.0068926755,0.004289695,0.006222852,0.6263836026192,0.56626337766636,68.40892791748,0.6582877,0.0053784396,0.0080231065,0.0052003465,0.0076450454,0.0046554147,0.006965461,0.004485678,0.006674634,0.64663702249536,0.59145951271068,84.43984985352
271,790672,240.0730833334,-53.15666944445,475,0.078000000000012,0.00075608224,4.526382690528e-05,6.570433470188e-05,4.459683987079e-05,6.462715100497e-05,4.667272150982e-05,6.869914795971e-05,0.52744120359408,0.46037366986284,45.4449005127,0.021794988,0.0021078947,0.0031090146,0.002135369,0.0031048078,0.002235687,0.003349855,0.0020443804,0.0029544346,0.6217203140258399,0.5626211166381601,66.58545684814,0.053549826,0.002637862,0.003918921,0.0019660231,0.0028397362,0.0020344427,0.0030059535,0.0020024215,0.0029508988,0.6107683777808399,0.5604676008224401,67.44309997559,0.043859243,0.0040465235,0.005827,0.004432213,0.006552128,0.0044504562,0.006644793,0.0045275697,0.0066898325,0.62149369716648,0.55831444263468,66.362449646,0.08298972,0.0053438493,0.007913209,0.0046273093,0.0067616035,0.004653383,0.0069504096,0.004453039,0.00663214,0.64831030368804,0.59117048978796,84.32217407227
272,791907,240.5957083334,-53.10051388889,591,0.06199999999999201,0.0036135912,5.814752148581e-05,8.304858056363e-05,5.640729796141e-05,8.070434705587e-05,6.181776552694e-05,8.971632632893e-05,0.4662270545958,0.37391966581356,30.90043067932,0.058481283,0.0019313573,0.0027954814,0.0021911296,0.0032360472,0.0023078595,0.0034034476,0.0022458988,0.0033389423,0.62276923656468,0.56298333406464,66.36061096191,0.14249073,0.0026297742,0.003881952,0.0020972695,0.0030732725,0.0019848659,0.0029063614,0.0018581831,0.0027015456,0.6175699830054,0.55618751049048,67.64517211914,0.15049173,0.0039530774,0.005692686,0.0044384114,0.006542584,0.004570146,0.006764277,0.004573349,0.006773884,0.62169969081888,0.5604770183562,66.62294769287,0.37844208,0.005457569,0.0080943955,0.004656985,0.006728973,0.00475169,0.0070936196,0.0045732954,0.0067986203,0.6538767814638,0.59158992767328,85.15093994141
273,792192,240.6567916667,-53.04793333334,581,0.063,0.0044661327,4.557897045743e-05,6.548420788022e-05,4.438007454155e-05,6.373644282576e-05,4.76731438539e-05,6.999143079156e-05,0.47077381610856,0.37434512376792,31.72735023499,0.123860694,0.0019319999,0.0028175076,0.0021530287,0.0032196227,0.002202289,0.003268766,0.0022425673,0.003310809,0.62533539533628,0.56776797771444,69.72769927979,0.0846534,0.0025817952,0.0038020322,0.0019709002,0.0028520124,0.0018461896,0.0026918484,0.0018585379,0.0026823855,0.62423902750032,0.56218570470792,68.90000915527,0.15589035,0.004325542,0.0063925493,0.00431976,0.0063986187,0.0043846876,0.0064705852,0.004501928,0.0066089886,0.62500482797616,0.56547105312348,69.557762146,0.12127994,0.005176965,0.0076989434,0.0048249224,0.0071997875,0.004779441,0.00708661,0.0044836462,0.006616783,0.65114492177952,0.59336125850664,85.86181640625
274,792278,240.6863333334,-53.05026388889,519,0.070999999999992,0.00031082192,4.474517845665e-05,6.50635411148e-05,4.437308962224e-05,6.432482041419e-05,4.567896394292e-05,6.725737330271e-05,0.50416344404208,0.42715749144564,38.95644378662,0.027041897,0.0020788931,0.003092148,0.0022112664,0.0032729285,0.0021688065,0.0032577212,0.0021307825,0.0031563481,0.6290990710257599,0.5670537948608401,72.35535430908,0.072214134,0.0026673889,0.003928936,0.0019669668,0.002879139,0.0019947032,0.0029598575,0.0019131231,0.0028086074,0.61978936195368,0.5651992559433601,69.80135345459,0.04442452,0.004246703,0.006263464,0.004426672,0.0065978044,0.0042296466,0.006130971,0.004465207,0.006592325,0.62491768598556,0.5679872632026,72.2706451416,0.14692025,0.0052046916,0.0076669576,0.004817765,0.007227524,0.0045196945,0.00665346,0.0044110892,0.00659026,0.65424263477328,0.59387701749804,82.71018981934
275,792355,240.8849166667,-53.15751666667,593,0.06199999999999201,0.022732703,7.561333768535e-05,0.0001034181477735,6.862782902317e-05,9.667516860645e-05,8.798860653769e-05,0.0001230181660503,0.47102993726724,0.3710004985332,33.48999786377,0.5373824,0.0021051671,0.0031216322,0.0020838925,0.0030455121,0.00209662,0.0030487326,0.0019936252,0.002896642,0.62744373083124,0.5557765960691999,63.72439575195,0.5775247,0.002465861,0.0036013133,0.0021047438,0.0031210051,0.0019352186,0.0028238827,0.001885718,0.0027642548,0.6206638216971601,0.5566102266312,64.33749389648,0.506162,0.0044241133,0.0065150326,0.0044504516,0.0065745674,0.0044582332,0.0065532485,0.004385452,0.0062881648,0.62848842144012,0.55443936586392,62.86194610596,0.62616944,0.0048147896,0.006912218,0.0046513854,0.0067171324,0.004413977,0.006361719,0.004615809,0.0067391624,0.65856087207792,0.5865518450736,79.62303161621
276,792437,240.58425,-52.92181944445,409,0.09100000000000799,0.021234266,7.968128920766e-05,0.0001123156325775,7.522926898673e-05,0.0001066826080205,9.144903742708e-05,0.0001307789061684,0.59777766466128,0.54672503471388,73.82711791992,0.15566814,0.0020488538,0.0029899064,0.0022604482,0.0033259094,0.0022780658,0.0033674384,0.0022490493,0.0033392864,0.6184061169624,0.5600368380546,65.83475494385,0.425016,0.002668902,0.00396847,0.0020917403,0.003111924,0.0019716448,0.002930177,0.001965518,0.0028628288,0.6139683127404,0.55841273069364,68.53241729736,0.18773735,0.0044413107,0.006589902,0.0044235564,0.006534616,0.004426242,0.0065841344,0.0043875226,0.006520048,0.61795735359192,0.5607276558876,63.38878250122,0.46719503,0.005315271,0.007831345,0.0049733683,0.007350707,0.0046660327,0.006794222,0.004487246,0.006661636,0.6374628543852,0.58479422330844,85.00266265869
277,792545,239.9120833334,-52.41615277778,591,0.06199999999999201,0.011085255,4.828014061786e-05,6.907366332598e-05,4.757039278047e-05,6.788419705117e-05,5.020386379329e-05,7.300211291295e-05,0.47079825401304,0.3732182681562,35.63627624512,0.025562033,0.0022677225,0.0033566637,0.002226683,0.0032994158,0.0022809203,0.003391408,0.002128014,0.0030934454,0.53842663764936,0.46399706602092,46.01167678833,0.050635748,0.002731759,0.004036399,0.002125137,0.0031351026,0.0020218124,0.00297081,0.0020520997,0.0030238237,0.54294407367696,0.46885094046576,47.12116241455,0.045133825,0.004670699,0.006884242,0.004504954,0.0065166755,0.0046439427,0.006901002,0.0048873476,0.0072801462,0.53669524192812,0.43577891588196,43.52515029907,0.07700552,0.0056098653,0.008324551,0.004820843,0.006960682,0.005009868,0.00735512,0.0048239967,0.007168218,0.54251950979232,0.51215249300004,49.52813720703
278,793695,239.5298333334,-51.72572777778,463,0.07999999999999201,0.016603498,7.347432256211e-05,0.0001043445736286,6.885455513839e-05,9.844623855315e-05,8.234867709689e-05,0.0001172059492092,0.54734396934492,0.47291615605368,57.729347229,0.26925278,0.0021322113,0.003127807,0.002288994,0.0034194018,0.0021990975,0.0032098743,0.0023242596,0.0034669517,0.62575167417516,0.5529592633248,72.9002532959,0.46014202,0.002583992,0.003769268,0.002170695,0.0032170622,0.002105682,0.0030752872,0.0019208465,0.002793278,0.620671391487,0.5497884750366,73.28520965576,0.3024708,0.0042932,0.0063972953,0.004444266,0.006527094,0.0044880677,0.006673652,0.004499296,0.00665186,0.6338542103766,0.55278664827336,69.91550445557,0.5439724,0.00526929,0.0078023756,0.0046586934,0.006782044,0.004587642,0.006698285,0.0046091527,0.006806898,0.67616069316876,0.57727879285824,82.03603363037
279,793710,239.5327916667,-51.71760277778,487,0.075999999999996,0.014912305,6.439477147069e-05,9.259372018278e-05,6.116804433987e-05,8.798952330835e-05,6.861882138764e-05,9.849321941147e-05,0.5253021717073201,0.44593432545672,48.10563659668,0.26339787,0.0020539735,0.003021244,0.002094226,0.0030234824,0.0021873587,0.0031762999,0.0023183106,0.003414481,0.63428270816808,0.56339722871784,78.4027633667,0.29911536,0.0027030737,0.003971236,0.00218144,0.0032379287,0.0019290667,0.0028157341,0.0020479022,0.0030094602,0.63196003437048,0.56110578775416,75.89582061768,0.28019783,0.004059999,0.0058859955,0.0043308823,0.0064382846,0.004372944,0.006516292,0.0044045853,0.0064759734,0.63420981168744,0.56156480312364,75.05199432373,0.33015472,0.005234602,0.007827069,0.0047110445,0.006831742,0.0041965633,0.0061051208,0.0043894546,0.006492781,0.6652537584303599,0.5878108143806401,83.7239151001
280,793779,239.8678333334,-51.92677222223,511,0.07200000000000001,0.0009287787,4.281108704163e-05,6.155595474411e-05,4.210684710415e-05,6.040357038728e-05,4.461791832e-05,6.56249030726e-05,0.51156306266796,0.42691946029668,43.77844238281,0.03097947,0.002087005,0.0031037596,0.0021984638,0.0032664274,0.0022003443,0.0032891294,0.0021485428,0.0031740544,0.6375846266748,0.56794798374192,75.81206512451,0.05674398,0.00259152,0.003824986,0.002123759,0.0031491476,0.0019090029,0.0028163623,0.0019537476,0.0028921042,0.62762892246252,0.5622580647468,72.96194458008,0.0487468,0.004013014,0.00583724,0.004294321,0.006338242,0.004327183,0.006406748,0.004289433,0.006390128,0.63697969913472,0.565121591091,74.13003540039,0.06871745,0.004627218,0.006667863,0.0044397363,0.0063639586,0.004617782,0.0067349966,0.0042450763,0.0063461447,0.66563904285432,0.5917381048202399,84.49388122559
281,797087,242.3443333334,-52.24680277778,583,0.063,0.0033522279,4.950625952915e-05,7.067889964674e-05,4.701488433057e-05,6.767323793611e-05,5.408089782577e-05,7.737978739897e-05,0.4696459472178001,0.37662583589568,33.93099212646,0.0330739,0.0020287537,0.0029463654,0.0020638064,0.002998579,0.0021959445,0.003252892,0.0021511444,0.0032242578,0.60343807935708,0.55314445495608,69.40684509277,0.12556222,0.0025077555,0.0036443195,0.0021036563,0.0031386663,0.0019658906,0.0029212274,0.0018852905,0.0027171455,0.60224759578692,0.5515499711037599,67.59477233887,0.06152027,0.0043302565,0.006433953,0.004447702,0.0065591144,0.004408275,0.006551014,0.0043379,0.006376883,0.60736638307572,0.55196994543084,67.48416900635,0.20277034,0.004790796,0.0068799593,0.004987283,0.0073963576,0.0045844307,0.0067196838,0.0044098916,0.006531405,0.6311804652212399,0.57932078838336,82.86374664307
282,797095,242.3804166667,-52.26466111111,413,0.09000000000000001,0.023827218,7.407682278426e-05,0.0001049775746651,6.725645653205e-05,9.633733134251e-05,8.020892710192e-05,0.0001144675552496,0.60382723808304,0.55032455921184,76.24901580811,0.15470593,0.0020986758,0.0030782577,0.002251237,0.0033069632,0.0020481865,0.0029698382,0.0022495785,0.0033129654,0.6256201267242,0.5649985074996,69.98034667969,0.26845494,0.0026530474,0.003958397,0.0021135355,0.0031503683,0.002134776,0.0030452856,0.0025423185,0.0036295475,0.6259042024614,0.56403183937068,70.50077819824,0.1704687,0.004336841,0.0064486265,0.004371231,0.006491982,0.004338268,0.0064612944,0.004556363,0.006777558,0.6269167661666399,0.5647283792496001,69.8120880127,0.4236007,0.0053239567,0.007870208,0.0046049966,0.0067136004,0.004409582,0.006440159,0.004195332,0.0060648443,0.65917617082596,0.5926606655119201,84.25048828125
283,797524,242.4225416667,-52.131875,493,0.07499999999998799,0.0002729584,4.363050902612e-05,6.347059388645e-05,4.32603774243e-05,6.269769801293e-05,4.469194027479e-05,6.569686229341e-05,0.51898664236068,0.4511629045008,46.85074234009,0.025914285,0.0021592467,0.0031984278,0.0022378098,0.0033261937,0.0022039704,0.0032940065,0.0021461537,0.0031777434,0.62722510099416,0.57109355926524,74.35182952881,0.085895464,0.0027553195,0.004072112,0.0019614405,0.002810263,0.0019737664,0.0029282314,0.002303652,0.0032897717,0.62524706125248,0.55949372053164,69.14866638184,0.055634376,0.0044676717,0.00664194,0.004094138,0.005883608,0.003994768,0.005750678,0.004441782,0.006559909,0.6292392611504399,0.57163506746292,75.80207061768,0.1381107,0.0047550537,0.006840288,0.005033447,0.0073956205,0.0047834385,0.0070314887,0.004466226,0.0066027204,0.65782541036592,0.58941864967356,83.94368743896
284,797972,242.5964583334,-52.11665555556,423,0.087999999999984,0.012354869,9.204988600686e-05,0.0001247958862223,8.145318133757e-05,0.0001133998521254,0.0001099613582483,0.0001503768435214,0.5877153277398,0.53426861763012,73.16458892822,0.19992834,0.0020778766,0.0029908104,0.0022096168,0.0032791262,0.002243846,0.0032661255,0.002234914,0.0033067542,0.62576115131376,0.56182157993304,68.88056945801,0.2618312,0.0027014513,0.004002945,0.0020376304,0.0029541657,0.002241931,0.0031268976,0.0028797104,0.0039463337,0.62159711122512,0.56080698966972,71.52063751221,0.22126037,0.004364488,0.0064865137,0.00428326,0.0063171512,0.004285804,0.0063160327,0.0044442695,0.006583561,0.6308364868164,0.56018596887576,68.23635101318,0.2973987,0.0051246635,0.0076041166,0.004786686,0.0070675123,0.004589914,0.0067250854,0.0043631047,0.006449289,0.6591780781747201,0.5914167165755999,82.69293212891
285,798822,242.8215833334,-52.033125,475,0.078000000000012,0.0057080104,5.026397411712e-05,7.205206202343e-05,4.798640293302e-05,6.890044460306e-05,5.657780639012e-05,8.020994573599e-05,0.53263729810728,0.45903223752984,48.85932922363,0.03408546,0.0020412754,0.0029929045,0.0022136522,0.0033048915,0.0022227748,0.0032893103,0.002248202,0.0033619637,0.6294218897818801,0.562350809574,71.03298187256,0.07280537,0.0026498996,0.003884963,0.0020437017,0.0029628975,0.0019489063,0.002846807,0.0019509683,0.0028004283,0.62073874473588,0.5598683357238,71.10224914551,0.055012718,0.0042870194,0.006325762,0.004462424,0.0065270034,0.004126239,0.0059891804,0.004566117,0.0067448094,0.6330544352532,0.5630913376808401,74.19989013672,0.14461581,0.005085447,0.007570568,0.0045310394,0.0065978398,0.00469189,0.006964708,0.004314981,0.0064086807,0.66074019670476,0.59165519475924,83.73615264893
286,799153,242.949,-52.04170555556,611,0.060000000000012,0.0054054563,5.974213127047e-05,8.541156421416e-05,5.689537283615e-05,8.174384129234e-05,6.339656829368e-05,9.170899284072e-05,0.45244944095616,0.36340913176524,32.07806396484,0.047856838,0.002033792,0.0029925415,0.0021512052,0.0031662383,0.0022392015,0.003312396,0.0022062538,0.0032754987,0.62788295745864,0.5656629800797199,74.93589019775,0.17167911,0.0026143545,0.0038529674,0.0019724471,0.0028990333,0.0018808632,0.002747644,0.0019607344,0.002856287,0.62031131982792,0.56202816963204,72.8050994873,0.06307745,0.004383187,0.006466704,0.003971543,0.0058352067,0.003990832,0.005724925,0.0044111763,0.006545763,0.6325216889382,0.5659127235414,74.44473266602,0.21414614,0.0053268373,0.007881348,0.004498679,0.0064362865,0.004642583,0.006882923,0.0044870945,0.0065929694,0.65570133924468,0.5885914564133999,83.07792663574
