,Source,OBSRA,OBSDEC,7M_contNAXIS,7M_contCDELT,7M_contPEAK,7M_contAGMADRES,7M_contAGSTDRES,7M_contAGMADREM,7M_contAGSTDREM,7M_contAGMADIMM,7M_contAGSTDIMM,7M_contBMAJ,7M_contBMIN,7M_contBPA,7M_spw0PEAK,7M_spw0AGMADRESch0200,7M_spw0AGSTDRESch0200,7M_spw0AGMADRESch1000,7M_spw0AGSTDRESch1000,7M_spw0AGMADRESch2000,7M_spw0AGSTDRESch2000,7M_spw0AGMADRESch2800,7M_spw0AGSTDRESch2800,7M_spw0BMAJ,7M_spw0BMIN,7M_spw0BPA,7M_spw1PEAK,7M_spw1AGMADRESch0200,7M_spw1AGSTDRESch0200,7M_spw1AGMADRESch1000,7M_spw1AGSTDRESch1000,7M_spw1AGMADRESch2000,7M_spw1AGSTDRESch2000,7M_spw1AGMADRESch2800,7M_spw1AGSTDRESch2800,7M_spw1BMAJ,7M_spw1BMIN,7M_spw1BPA,7M_spw2PEAK,7M_spw2AGMADRESch0200,7M_spw2AGSTDRESch0200,7M_spw2AGMADRESch1000,7M_spw2AGSTDRESch1000,7M_spw2AGMADRESch2000,7M_spw2AGSTDRESch2000,7M_spw2AGMADRESch2800,7M_spw2AGSTDRESch2800,7M_spw2BMAJ,7M_spw2BMIN,7M_spw2BPA,7M_spw3PEAK,7M_spw3AGMADRESch0200,7M_spw3AGSTDRESch0200,7M_spw3AGMADRESch1000,7M_spw3AGSTDRESch1000,7M_spw3AGMADRESch2000,7M_spw3AGSTDRESch2000,7M_spw3AGMADRESch2800,7M_spw3AGSTDRESch2800,7M_spw3BMAJ,7M_spw3BMIN,7M_spw3BPA
628,106974,278.6194583333,-7.87135,89.0,0.8799999999998399,0.014140898,0.001916364417411,0.003083208110183,0.001862400327809,0.002622242085636,0.001862400327809,0.002622242085636,7.356031894684801,4.5415873527516,-83.36064910889,0.7928062,0.042974636,0.060916163,0.034862418,0.052383155,0.03862319,0.05670783,0.045619983,0.06460718,7.446500301362399,4.568608760832,-84.70534515381,3.0255094,0.046748795,0.070754826,0.03766525,0.059356455,0.035100278,0.053825617,0.03675853,0.05623554,7.4583873748764,4.501691818236,-85.42525482178,0.95635587,0.074162014,0.11489415,0.08038899,0.11533355,0.07835646,0.11630274,0.08143169,0.118829936,7.4231863021836,4.5766191482532,-84.21869659424,5.961966,0.09115812,0.12846327,0.08487311,0.12195945,0.0849825,0.12659484,0.08916956,0.13118257,7.479812145232801,4.4578614234924006,-84.62334442139
629,107003,278.726875,-7.920166666667,89.0,0.8799999999998399,0.013559754,0.001057573128492,0.002008155919611,0.001037008594722,0.001597864786163,0.001037008594722,0.001597864786163,7.3360714912416,4.5393686294544,-83.39944458008,1.1300939,0.03720215,0.05885291,0.038878784,0.05556662,0.03874729,0.056904368,0.04450419,0.065271474,7.398117065429999,4.598566055298,-83.79015350342,2.0893826,0.048118107,0.06758215,0.04145437,0.061776057,0.03322158,0.049740195,0.032738965,0.05104718,7.4440550804148,4.5065546035776,-85.50162506104,1.386752,0.09160179,0.13406248,0.08346432,0.117935605,0.07705742,0.11647546,0.077835806,0.11684169,7.4287295341488,4.5588145256028,-83.90232849121,2.8869615,0.101125225,0.13994221,0.08976383,0.12979537,0.09086147,0.13451254,0.073816404,0.10946198,7.469050884245999,4.4673471450791995,-84.84544372559
630,107025,278.3267083333,-7.706802777778,89.0,0.8799999999998399,0.04938257,0.002471356187016,0.006072819232941,0.002386753680184,0.003568386193365,0.002386753680184,0.003568386193365,7.352794170378001,4.5354576110832,-83.10683441162,1.3278214,0.042449284,0.063606136,0.039508797,0.059754252,0.044078134,0.063525654,0.0393572,0.058601797,7.4415063858048,4.5778412818908,-83.21447753906,2.1427586,0.049441822,0.07195046,0.03707943,0.057377268,0.043554503,0.06891769,0.03832863,0.053673618,7.3591647148116,4.5044307708732,-84.15430450439,1.5463214,0.077816345,0.10937645,0.08067447,0.11867123,0.0703391,0.10393739,0.08313732,0.122278064,7.4366035461432,4.5716004371628,-83.37901306152,4.2581334,0.09045714,0.13642621,0.09073891,0.12458681,0.09893819,0.14479037,0.074865535,0.11060741,7.445277214048801,4.4431281089784,-83.18419647217
631,107032,278.7235416667,-7.907113888889,89.0,0.8799999999998399,0.049760796,0.002858474152163,0.006730082910508,0.002707567065954,0.004079708829522,0.002707567065954,0.004079708829522,7.3363204002383995,4.5371732711796,-83.02037811279,1.3626806,0.03498568,0.05235726,0.039832905,0.054535236,0.035362188,0.052935507,0.045006584,0.060685348,7.4617271423352,4.571403503418,-84.06024169922,5.278573,0.046155453,0.0697439,0.04446862,0.061801635,0.03752674,0.05361368,0.0378676,0.052959558,7.440980911253999,4.5014290809624,-84.94826507568,1.6631252,0.07532059,0.10567193,0.0760252,0.12241633,0.079544336,0.11313206,0.07186334,0.11118383,7.4385824203476,4.5625667572008,-83.90102386475,6.84443,0.097969174,0.14414579,0.081616536,0.12834258,0.079358436,0.12498904,0.07972432,0.11655756,7.458647727967199,4.4905619621268,-83.84855651855
632,107085,278.5948333333,-7.828816666667,89.0,0.8799999999998399,0.047433082,0.002282368484885,0.005844583269209,0.002152559347451,0.003359379945323,0.002152559347451,0.003359379945323,7.380680561064,4.547848701477601,-83.03701782227,3.4079704,0.033375185,0.053594418,0.041164454,0.059783302,0.0479646,0.067232646,0.034202084,0.0531073,7.430293083189601,4.5994162559508,-83.2366104126,8.981111,0.045989905,0.06918045,0.04202514,0.06288343,0.034226883,0.053043768,0.039010998,0.05816326,7.4086680412296,4.494142532347199,-84.13300323486,3.8674705,0.073338725,0.10696069,0.07796846,0.12000301,0.071450345,0.10552387,0.07268876,0.10830957,7.4134645462044,4.5797085762012,-84.14502716064,12.600006,0.08998406,0.1252337,0.08974623,0.13216989,0.09023603,0.1328604,0.093388654,0.13167997,7.4439053535456,4.4469375610355995,-83.39852905273
633,107167,278.9751666667,-7.997066666667,89.0,0.8799999999998399,0.008599831,0.001643200987019,0.002437168732285,0.001593573018909,0.002247995464131,0.001593573018909,0.002247995464131,7.338065624236799,4.5431108474724,-83.14096069336,0.49990106,0.03559161,0.056774445,0.03946709,0.05743665,0.045116313,0.06481586,0.041523717,0.06278418,7.4462280273432,4.5732431411748,-84.72906494141,1.7615476,0.043743048,0.06428741,0.04797154,0.07106841,0.036654457,0.053935386,0.03678815,0.053965144,7.398616790772,4.5250382423412,-85.41104888916,0.6868421,0.082703866,0.12275173,0.0898228,0.12493992,0.078835234,0.11535972,0.07714955,0.108333945,7.420241832732,4.5491275787364,-83.91268920898,2.6626773,0.106226586,0.14977606,0.089069396,0.13164102,0.07819844,0.12539193,0.0685967,0.10329047,7.459912300111201,4.4907803535456,-84.35134887695
634,107365,278.3961666667,-7.644641666667,89.0,0.8799999999998399,0.0135706235,0.001905664685182,0.002746557816863,0.001873352797702,0.002525574760512,0.001873352797702,0.002525574760512,7.369557857514001,4.5248298645024,-82.92684173584,0.34718013,0.04093408,0.05986599,0.046726014,0.06897955,0.04163101,0.061196372,0.039892156,0.061018758,7.4228529930119995,4.5543937683096,-83.12520599365,8.392737,0.049488008,0.07256173,0.04525977,0.06722349,0.034032762,0.053040136,0.04448539,0.06339361,7.3603897094736,4.4958105087264,-83.63975524902,0.7151994,0.07616898,0.11320372,0.085004434,0.12195368,0.077742286,0.119165294,0.08142267,0.12012924,7.4051647186284,4.5499663352952,-82.81754302979,10.919976,0.10320634,0.15666042,0.09274228,0.13457237,0.07660983,0.12360015,0.078733906,0.115652576,7.3939557075516005,4.4722323417672,-83.60908508301
635,107427,278.969625,-7.921563888889,89.0,0.8799999999998399,0.049424406,0.003394369967282,0.006988449953496,0.003207196248695,0.005157934967428,0.003207196248695,0.005157934967428,7.333987712860801,4.5293560028064,-83.04135131836,1.9644291,0.039038707,0.058598496,0.03662901,0.055990636,0.039792396,0.063598454,0.046631888,0.0666367,7.435306549072799,4.5974211692796,-83.46730804443,2.9217167,0.045757316,0.06621911,0.044293795,0.067634806,0.035907626,0.05456149,0.036581196,0.05357499,7.4251799583444,4.4991345405564,-84.1859588623,2.3160777,0.07414205,0.11242523,0.08444245,0.12680629,0.081632465,0.114818044,0.079513974,0.121067114,7.422439575196799,4.5741271972644,-84.1820602417,3.8112082,0.08841998,0.13733298,0.09377802,0.13787949,0.08639558,0.12088385,0.089425795,0.12533881,7.4384274482712005,4.4943265914912,-83.86436462402
636,107612,278.4791666667,-7.623072222223,89.0,0.8799999999998399,0.017261853,0.002258011605591,0.003927778452635,0.002095731440932,0.003010358195752,0.002095731440932,0.003010358195752,7.4104094505311995,4.52467393875,-83.04795074463,0.83587444,0.03978861,0.060713705,0.03872665,0.057829946,0.041450873,0.062438615,0.04068268,0.058517475,7.4204783439624,4.5482773780836006,-82.81722259521,1.7852196,0.0468867,0.068616375,0.046335347,0.06961212,0.037379272,0.05815659,0.054922428,0.11150279,7.3877921104428,4.4970850944504,-83.46799468994,1.0781168,0.076583385,0.11803709,0.07474825,0.112393424,0.08073974,0.11474779,0.08704841,0.12366964,7.4127101898204,4.540825366974,-82.94020843506,3.1675773,0.088817455,0.12977566,0.090142064,0.12211642,0.087365076,0.1357202,0.07756978,0.11536971,7.4026999473587995,4.453312873842,-83.45883178711
637,108213,278.708375,-7.5799,89.0,0.8799999999998399,0.007888118,0.001092595863156,0.001830217777751,0.001038166112266,0.00153548642993,0.001038166112266,0.00153548642993,7.382068157196,4.5273222923292,-83.02939605713,0.32268736,0.040437754,0.06107794,0.03767094,0.057192806,0.04690895,0.06342664,0.038193475,0.056187652,7.4155912399296,4.5752916336048,-83.11736297607,1.7451892,0.047499996,0.07109934,0.046348535,0.06789395,0.03531794,0.05294429,0.039814655,0.05805765,7.423628330232,4.459969997406,-83.41317749023,0.62147826,0.08126158,0.12040393,0.08540195,0.12516198,0.07438707,0.109033324,0.0805816,0.123673454,7.4083094596872,4.546563625335599,-82.66653442383,2.605154,0.08826449,0.13158105,0.07967709,0.11762001,0.08486086,0.12688404,0.084796414,0.122835584,7.445413112641201,4.4448814392084,-82.86219787598
638,108461,278.8662083333,-7.592355555556,89.0,0.8799999999998399,0.025744172,0.001922486233525,0.003796315053478,0.001842890749685,0.002815989777446,0.001842890749685,0.002815989777446,7.371230125428,4.5296530723584,-82.94032287598,0.35531634,0.03969574,0.055991407,0.03644034,0.05700513,0.040925123,0.060732473,0.037540648,0.05456849,7.4361610412604,4.5643305778488,-82.93553161621,3.2164643,0.044610087,0.07406777,0.040504586,0.058759686,0.034289204,0.051618796,0.07170028,0.12267068,7.4076690673836,4.477976799012,-83.60913848877,0.6198374,0.08051937,0.118774645,0.08999227,0.13069935,0.08685681,0.12334998,0.07613673,0.10969308,7.386053562165601,4.5663399696348,-83.20502471924,4.3477664,0.091643386,0.1349815,0.096414104,0.13159224,0.078866005,0.1142838,0.082744576,0.12197706,7.457775115968,4.4576225280756,-82.87692260742
639,108506,278.502125,-7.391986111111,89.0,0.8899999999999201,0.014423406,0.001264105550945,0.002348002046347,0.001200754079036,0.001826036605053,0.001200754079036,0.001826036605053,7.2837409973148,4.5760364532468,-81.74417877197,0.38047728,0.038200196,0.05813425,0.035802778,0.053867172,0.040985584,0.061477046,0.04417782,0.06330078,7.4789319038399995,4.506963729858,-82.58994293213,1.800448,0.037383333,0.059108377,0.041628372,0.060034182,0.03558712,0.052340128,0.03886542,0.06043471,7.5177917480484,4.4409656524644,-82.11212921143,0.6271308,0.07658994,0.118827775,0.086508766,0.12606455,0.07688559,0.11318456,0.076449,0.10759576,7.4518184661876,4.511480808258,-82.63732910156,2.7820494,0.089703515,0.12801109,0.08772679,0.13500674,0.08670748,0.12865444,0.07930248,0.11705526,7.48543739319,4.4393477439888,-82.29470062256
640,108668,278.4689583333,-7.339975,89.0,0.8899999999999201,0.008296211,0.001194702694193,0.00201152684167,0.001148778246716,0.00174943858292,0.001148778246716,0.00174943858292,7.3030109405508,4.5646018981920005,-81.93977355957,0.30665752,0.042295247,0.062616624,0.038490996,0.05807644,0.04170078,0.061342403,0.04071191,0.060309373,7.458814144133999,4.5157384872432,-82.63007354736,1.2577618,0.044668615,0.07049129,0.041180998,0.062601626,0.040160514,0.05898943,0.06425995,0.09955358,7.4620795249944,4.4730768203748,-82.72612762451,0.6154687,0.08510082,0.12353799,0.080223836,0.11763226,0.08649179,0.12771301,0.08061178,0.12351155,7.4453473091124,4.5116758346544,-82.6340713501,1.9970397,0.08517049,0.1316977,0.088510774,0.1321076,0.083243035,0.124796145,0.07689314,0.11488136,7.460094928741201,4.4435992240908,-82.24077606201
641,108768,278.8642916667,-7.525116666667,89.0,0.8899999999999201,0.113371566,0.004826601129025,0.01246250700206,0.004594624973834,0.006725104060024,0.004594624973834,0.006725104060024,7.269981384276,4.5617403984084,-81.83834075928,3.0909913,0.044858925,0.06529831,0.04142149,0.062035225,0.034768578,0.052414615,0.03967712,0.0579748,7.54181098938,4.4639124870312,-82.71557617188,2.2087266,0.04632413,0.069451034,0.04108091,0.06012946,0.03525197,0.050702065,0.042647596,0.06095415,7.454892158506801,4.4664177894588,-82.54152679443,3.5160725,0.08124224,0.11705615,0.08476075,0.124843374,0.08430418,0.12603158,0.083231285,0.12044986,7.4601449966448,4.4784393310548,-82.61752319336,2.9784763,0.10029463,0.14893405,0.08255119,0.11692596,0.089702345,0.12485974,0.079287164,0.119835414,7.488475799562001,4.4410309791552,-82.49247741699
642,108827,278.96275,-7.566875,89.0,0.8899999999999201,0.0051024347,0.000906354165636,0.001450932701118,0.0008977489778772,0.001404996030033,0.0008977489778772,0.001404996030033,7.2819437980643995,4.5632371902480005,-81.83871459961,0.3117302,0.034011737,0.055526532,0.03644474,0.05555889,0.044870973,0.06753929,0.04137867,0.061197426,7.4656696319568,4.5070981979364,-82.77754974365,5.006332,0.04249287,0.062165864,0.039496697,0.060395602,0.038967043,0.058149714,0.03694514,0.053188145,7.4458603858932,4.4739742279068,-83.02759552002,0.5759157,0.07573406,0.11078897,0.08136537,0.12223338,0.09201782,0.12921214,0.079493105,0.111581706,7.4325337409988,4.4920549392696,-82.93794250488,7.6654615,0.095798336,0.14607361,0.093207404,0.13767898,0.089251705,0.12783837,0.076729774,0.11622586,7.484280586243201,4.4444890022292,-82.34590911865
643,109047,278.7972083334,-7.441725,89.0,0.8899999999999201,0.18776004,0.007656877860427,0.02059155143797,0.007225479930639,0.01074459962547,0.007225479930639,0.01074459962547,7.3336644172656,4.567142486574,-82.15902709961,5.800512,0.039384857,0.056995135,0.037347727,0.058229517,0.036900412,0.053478073,0.035198264,0.05088932,7.4018092155444,4.5353455543512,-81.31935882568,9.596454,0.046171654,0.066746056,0.051497158,0.074049585,0.03812676,0.058223944,0.043608878,0.06376746,7.4507055282576,4.4763317108172,-82.31182861328,6.193915,0.083521,0.11680441,0.08720265,0.120945916,0.090287775,0.12830149,0.0799051,0.11545826,7.419373512267599,4.4960889816288,-81.65104675293,12.279401,0.08481232,0.13203837,0.09104027,0.12835468,0.08511697,0.13188532,0.06743955,0.113858886,7.4701447486884,4.4616169929492004,-81.61444091797
644,109223,279.0229583334,-7.522036111112,89.0,0.8899999999999201,0.5558781,0.0246412679553,0.06245528534055,0.0230560451746,0.03514105081558,0.0230560451746,0.03514105081558,7.3510084152216,4.559453010557999,-82.08173370361,11.266163,0.04060324,0.06680686,0.040577732,0.05832435,0.0509908,0.09889088,0.042714864,0.06439369,7.4007616043088005,4.5458288192736,-81.88327789307,13.635315,0.043317784,0.062007703,0.05224388,0.0847437,0.048758402,0.09883802,0.042357545,0.06771911,7.4516124725352,4.471930980684,-82.12125396729,11.498396,0.07716275,0.11315157,0.08701241,0.12650079,0.096160404,0.15717661,0.09044553,0.16679236,7.4674224853524,4.4742507934572,-81.34448242188,15.279274,0.097495556,0.14638492,0.0872856,0.13055909,0.07844533,0.1411526,0.07968787,0.11989544,7.439621925355199,4.4565682411188,-81.97836303711
645,109264,278.9430833334,-7.475222222223,89.0,0.8899999999999201,0.024163427,0.001889797626063,0.003537001553923,0.001835410948843,0.002526838099584,0.001835410948843,0.002526838099584,7.3331546783435995,4.5650181770316,-82.13990783691,0.9913139,0.041750256,0.060342927,0.04452572,0.06482926,0.039628383,0.062334474,0.040548112,0.061212722,7.4023871421816,4.532043457029601,-82.09204101562,1.583141,0.047574956,0.07077706,0.04966172,0.0788009,0.039286725,0.057610337,0.14659822,0.23345256,7.4339675903304006,4.4806418418888,-82.08909606934,1.2697756,0.07605758,0.112701,0.08615439,0.13754854,0.078451924,0.116554536,0.08185454,0.12792647,7.414125442506,4.502331256867199,-81.47214508057,2.3160534,0.08804846,0.12658861,0.089751765,0.13490269,0.08469342,0.12653562,0.088797756,0.1272349,7.4501137733472,4.471501350402001,-81.626121521
646,109336,279.192625,-7.593152777778,89.0,0.8899999999999201,0.073671885,0.004816739354283,0.0115733826533,0.004636065103114,0.007155825849622,0.004636065103114,0.007155825849622,7.332079887388799,4.5542702674872,-82.06606292725,1.9229735,0.033855475,0.054174386,0.042752847,0.0607381,0.038028132,0.055399466,0.038252912,0.05685023,7.4790301322951995,4.49733877182,-81.33557891846,16.74397,0.057473555,0.08107134,0.21876414,0.3325784,0.043123707,0.08926472,1.0483719,1.702559,7.4300308227539995,4.4825186729448,-83.22944641113,2.3132205,0.09055907,0.133263,0.07928336,0.11759862,0.06968046,0.11202103,0.083951645,0.12671064,7.4607167243952,4.47654914856,-81.34941864014,20.451706,0.089268796,0.1263762,0.08908984,0.12923454,0.090374924,0.13102439,0.08420274,0.11943389,7.4355483055104,4.4534502029412,-82.04522705078
647,109442,279.2615,-7.607486111111,89.0,0.8899999999999201,0.02027718,0.001447620918043,0.002922395244241,0.001392266713083,0.002129470231012,0.001392266713083,0.002129470231012,7.3179564476004,4.5528836250312,-82.09876251221,1.3594884,0.046229333,0.06602341,0.04154872,0.06298988,0.03863884,0.055442825,0.037637427,0.05928404,7.4406738281256,4.5175485610944,-82.08587646484,5.0609875,0.050652433,0.071852066,0.040278684,0.057914473,0.03642496,0.05301509,0.27692765,0.46445298,7.453398704529601,4.4681954383836,-82.16232299805,1.652764,0.074109375,0.1141195,0.076363154,0.11518446,0.08170502,0.124327466,0.076026574,0.11227434,7.4574928283688,4.478445053100001,-81.16505432129,7.3332562,0.099607706,0.1382876,0.08913715,0.12752904,0.076853886,0.11149797,0.08775995,0.1265895,7.425100803376801,4.458257198334,-81.98369598389
648,109444,278.7181666667,-7.3303,89.0,0.8899999999999201,0.010420318,0.001504029845819,0.002601738553494,0.001408705953509,0.002064588712528,0.001408705953509,0.002064588712528,7.4071555137648,4.566717147826799,-82.18054199219,0.36030802,0.04022872,0.05931554,0.03927902,0.05871293,0.039290145,0.061077196,0.03904148,0.061056916,7.3902683258063995,4.5306720733644,-81.80731964111,2.6827092,0.044774216,0.06688028,0.04445671,0.062269382,0.0396151,0.0570496,0.03739333,0.055579316,7.357404232026001,4.4829664230348,-82.56809997559,0.6271478,0.08103485,0.121207125,0.08522761,0.12708277,0.076658644,0.114414364,0.08250194,0.1289999,7.361688613892399,4.514379501344401,-81.53080749512,4.4053345,0.08606068,0.1284038,0.07889052,0.12219659,0.08334675,0.13034779,0.0833018,0.122888796,7.350031852722,4.4775428771988,-81.06367492676
649,109526,278.73175,-7.317797222223,89.0,0.8899999999999201,0.06777116,0.003045517485589,0.00772694312036,0.002861371729523,0.004298649728298,0.002861371729523,0.004298649728298,7.397635936737601,4.5729446411124,-82.16648864746,0.85905373,0.043320436,0.06325718,0.034468565,0.051249973,0.040724434,0.059135262,0.042535223,0.062186126,7.472227096558799,4.498500823974,-81.0230178833,3.819537,0.043130334,0.06489403,0.039776422,0.056408964,0.041420326,0.05901967,0.04268854,0.059099305,7.348070621491201,4.482340335846,-82.29334259033,0.9660674,0.07491013,0.114115715,0.07411438,0.10955004,0.07784891,0.113920316,0.06898485,0.11005055,7.376469612119999,4.5175423622148,-81.5785446167,5.1827064,0.09290489,0.12905559,0.08572203,0.13287778,0.07681784,0.11656907,0.08868923,0.13215847,7.348837852479599,4.4829850196844,-81.68953704834
650,109538,279.1289166667,-7.522227777778,89.0,0.8899999999999201,0.010745458,0.001534159993753,0.002446395345032,0.001485702581704,0.002175658242777,0.001485702581704,0.002175658242777,7.391307830810401,4.5632929801932,-82.41429901123,0.323132,0.042780127,0.06510116,0.036361266,0.054699726,0.046068173,0.06355544,0.041181535,0.062242243,7.4176788330072,4.5214562416068,-81.96004486084,5.4348197,0.046784773,0.06949234,0.26725358,0.45064452,0.036634,0.05569996,0.038642235,0.06570349,7.3854546546924,4.4668745994564,-81.09101867676,0.60107833,0.0846092,0.12798749,0.07440807,0.120421164,0.07512475,0.11182285,0.09410445,0.13450769,7.3110966682428,4.5300717353808,-82.01067352295,7.114457,0.08693357,0.1309358,0.086332075,0.12627126,0.09066611,0.121389836,0.07983145,0.11485405,7.346517086030399,4.4821648597716,-80.62449645996
651,109559,279.232,-7.571516666667,89.0,0.8899999999999201,0.09100736,0.005655084736645,0.01226959563792,0.005439907312393,0.007525971625,0.005439907312393,0.007525971625,7.4266996383684,4.5650444030748005,-82.17692565918,1.9308274,0.040765014,0.066468224,0.037479125,0.05439601,0.040073264,0.058250118,0.037444178,0.05739826,7.411760330198399,4.5231428146356,-81.3058013916,7.8182025,0.047293503,0.067751944,0.057822265,0.08309117,0.04779952,0.07084581,0.70952183,1.2558277,7.3617806434644,4.4761753082268,-82.17880249023,2.4205,0.076651305,0.1129057,0.078984395,0.11608054,0.07562178,0.11981695,0.090752564,0.13100119,7.3211069107044,4.5289034843436,-81.86577606201,11.556967,0.08285842,0.12135648,0.082739845,0.12127904,0.082527496,0.11642297,0.082953885,0.12162661,7.327569961548001,4.49214887619,-80.70802307129
652,109588,279.13275,-7.514830555556,89.0,0.8899999999999201,0.02291003,0.001895332941785,0.003583839861676,0.001842279685661,0.002818137407303,0.001842279685661,0.002818137407303,7.4187908172612005,4.5633859634412,-82.18570709229,0.92116404,0.043749776,0.061374754,0.041250035,0.063666366,0.041172575,0.06314598,0.041273247,0.06021125,7.389826774596,4.5310220718372,-81.13000488281,10.629306,0.047219004,0.071532585,0.21665025,0.32816163,0.049730256,0.086835,0.049409114,0.08083462,7.3646168708808,4.470594882966,-81.49019622803,1.1639465,0.08204169,0.120553814,0.07772801,0.12678659,0.075736746,0.1185724,0.08253665,0.13044894,7.34163093567,4.5103878974916,-81.87899780273,15.935285,0.093536116,0.13391966,0.08099535,0.11778096,0.08266702,0.12104551,0.07779251,0.11210204,7.3376045227044,4.4879717826828,-80.86136627197
653,109669,278.7192083334,-7.28605,89.0,0.8899999999999201,0.009528793,0.0009868508204818,0.00188911263831,0.0009226916590706,0.001502603874542,0.0009226916590706,0.001502603874542,7.424265384673199,4.5318603515616,-82.53216552734,0.32015383,0.041954976,0.059500277,0.040700134,0.060386356,0.04449276,0.069072254,0.039817266,0.05870967,7.4265975952164,4.524531841278,-81.49268341064,1.6503941,0.046305697,0.07093108,0.039743654,0.0579227,0.038192563,0.05536558,0.035281606,0.054336637,7.313595294952799,4.5092520713808,-82.90749359131,0.6711056,0.070750885,0.1115375,0.084857926,0.12044233,0.08463602,0.12731737,0.07872344,0.11844642,7.3727917671203995,4.5154738426211996,-82.15379333496,3.0670638,0.09616155,0.13959686,0.095792614,0.13830645,0.08499965,0.121878296,0.07811371,0.11476938,7.3205490112308,4.4993004798888006,-81.41817474365
654,110233,279.2077916667,-7.412772222223,89.0,0.8899999999999201,0.14263128,0.007067075464875,0.01865970902145,0.006469644606113,0.01055922359228,0.006469644606113,0.01055922359228,7.4292225837696,4.570521831511201,-82.3285369873,2.7580357,0.046540976,0.06811905,0.03583912,0.05214423,0.039181024,0.058292486,0.04108394,0.05806046,7.407246112822801,4.5263671875,-82.16091918945,8.56449,0.043513518,0.06688095,0.06091605,0.118205264,0.037014723,0.05649462,0.03768498,0.05695467,7.344760417938001,4.4714031219468,-82.35852813721,3.3316593,0.07679852,0.11646038,0.081771284,0.12259307,0.08757059,0.13152269,0.06497784,0.09903842,7.345241546630399,4.5073890686052005,-81.85217285156,9.821553,0.087049246,0.13009992,0.074924536,0.1186471,0.08294708,0.1156753,0.084671184,0.123385414,7.3337745666492,4.4764957427976,-80.59182739258
655,110376,279.2002916667,-7.375344444445,89.0,0.8899999999999201,0.026293676,0.002730380278081,0.005063239485025,0.002529291901737,0.003754779929295,0.002529291901737,0.003754779929295,7.393644809722801,4.559156417847601,-82.57823944092,0.99843216,0.035581864,0.055650856,0.04050199,0.06053591,0.040354986,0.057565566,0.036694188,0.054107558,7.427023410797999,4.5190629959112,-81.89820098877,7.392902,0.048563633,0.07042941,0.05613249,0.08873185,0.033925164,0.04821906,0.038515776,0.056185413,7.3332409858703995,4.4838781356816,-82.6188583374,1.1667016,0.081401035,0.12212019,0.07682834,0.11367615,0.07412516,0.11210632,0.07939241,0.11901369,7.3655433654768,4.5110349655164,-81.96672058105,9.370265,0.07818613,0.122144625,0.07462105,0.11531657,0.07580832,0.1212333,0.0775428,0.11276847,7.3030133247372,4.489124298094801,-81.40574645996
656,110522,278.9612083334,-7.224255555556,89.0,0.8899999999999201,0.11673195,0.005929203238338,0.01375382672995,0.005749524571002,0.008116465993226,0.005749524571002,0.008116465993226,7.449076175688,4.544088363648,-82.28229522705,2.5720782,0.038736045,0.05631579,0.0381774,0.055870213,0.036987532,0.057594292,0.039804906,0.06257731,7.420691490173999,4.5327277183536,-81.63558197021,7.6775446,0.04692959,0.068408735,0.038480267,0.053223386,0.037247136,0.057075426,0.03755862,0.054946493,7.352979183197999,4.4866147041324,-82.24558258057,3.1733465,0.069310285,0.10447704,0.07892735,0.12136839,0.087231085,0.12701109,0.08383499,0.12971967,7.3697037696828,4.5228762626652,-82.08114624023,11.379904,0.09383845,0.13821408,0.08967746,0.12716231,0.085572176,0.12225185,0.079059936,0.11251293,7.314554214478799,4.5086126327532,-81.06153106689
657,110679,279.1866666667,-7.306111111112,89.0,0.8899999999999201,0.016906722,0.00168492924422,0.003145726863295,0.00159838644322,0.002372399671003,0.00159838644322,0.002372399671003,7.431438446046,4.5521225929260005,-82.20388793945,0.6454574,0.039951887,0.05795006,0.03639003,0.055404343,0.037347518,0.060357973,0.03875585,0.057185158,7.4305992126456,4.528457641602,-81.80645751953,9.340091,0.04458041,0.06818368,0.042361353,0.062470887,0.04144201,0.060000278,0.034192473,0.053823374,7.341609001157999,4.4880151748651995,-82.17977142334,1.2658962,0.081895016,0.11905508,0.07421011,0.11495167,0.07747394,0.114213094,0.07298241,0.112179615,7.3645434379584,4.5057458877552,-82.16777801514,11.436708,0.09112435,0.12473592,0.09613543,0.14122848,0.09067283,0.12550189,0.077463225,0.113309786,7.2916727066028,4.50910425186,-81.42297363281
658,110817,279.0517083334,-7.204772222223,89.0,0.8899999999999201,1.2623152,0.06031142175198,0.1403700858355,0.05812548100948,0.07881915569305,0.05812548100948,0.07881915569305,7.444791793821601,4.4990334510803995,-82.86304473877,14.008805,0.04908809,0.09104821,0.03649908,0.055852592,0.08949167,0.21448769,0.046387516,0.07992387,7.4068517684952,4.5484704971316,-81.29890441895,24.914242,0.040052254,0.059588555,0.03678123,0.05939961,0.063939534,0.13526006,0.050999768,0.0878399,7.365773677827599,4.4715595245372,-82.32039642334,14.34585,0.080087766,0.11752345,0.076997876,0.11685464,0.09015205,0.17146952,0.10882573,0.23867783,7.395511150360799,4.5269618034348,-81.78031921387,27.42774,0.08798607,0.13750066,0.09026474,0.12455328,0.1581921,0.3591621,0.07595196,0.11465728,7.2970266342168,4.5023803710948,-81.10070037842
