,Source,OBSRA,OBSDEC,7M_contNAXIS,7M_contCDELT,7M_contPEAK,7M_contAGMADRES,7M_contAGSTDRES,7M_contAGMADREM,7M_contAGSTDREM,7M_contAGMADIMM,7M_contAGSTDIMM,7M_contBMAJ,7M_contBMIN,7M_contBPA,7M_spw0PEAK,7M_spw0AGMADRESch0200,7M_spw0AGSTDRESch0200,7M_spw0AGMADRESch1000,7M_spw0AGSTDRESch1000,7M_spw0AGMADRESch2000,7M_spw0AGSTDRESch2000,7M_spw0AGMADRESch2800,7M_spw0AGSTDRESch2800,7M_spw0BMAJ,7M_spw0BMIN,7M_spw0BPA,7M_spw1PEAK,7M_spw1AGMADRESch0200,7M_spw1AGSTDRESch0200,7M_spw1AGMADRESch1000,7M_spw1AGSTDRESch1000,7M_spw1AGMADRESch2000,7M_spw1AGSTDRESch2000,7M_spw1AGMADRESch2800,7M_spw1AGSTDRESch2800,7M_spw1BMAJ,7M_spw1BMIN,7M_spw1BPA,7M_spw2PEAK,7M_spw2AGMADRESch0200,7M_spw2AGSTDRESch0200,7M_spw2AGMADRESch1000,7M_spw2AGSTDRESch1000,7M_spw2AGMADRESch2000,7M_spw2AGSTDRESch2000,7M_spw2AGMADRESch2800,7M_spw2AGSTDRESch2800,7M_spw2BMAJ,7M_spw2BMIN,7M_spw2BPA,7M_spw3PEAK,7M_spw3AGMADRESch0200,7M_spw3AGSTDRESch0200,7M_spw3AGMADRESch1000,7M_spw3AGSTDRESch1000,7M_spw3AGMADRESch2000,7M_spw3AGSTDRESch2000,7M_spw3AGMADRESch2800,7M_spw3AGSTDRESch2800,7M_spw3BMAJ,7M_spw3BMIN,7M_spw3BPA
304,G327.9455-00.1149,238.644125,-53.84502777779,81.0,0.9799999999999199,0.024488064,0.001784617546946,0.003852193010971,0.00169491127599,0.002652865136042,0.00169491127599,0.002652865136042,7.699648380278401,4.942543506624,-88.53716278076,0.7443233,0.023680892,0.035504453,0.027389463,0.041449986,0.029696563,0.04075329,0.023737667,0.035969656,7.559287548065999,5.1713995933548,-89.24620819092,19.18812,0.033802625,0.0468784,0.026473615,0.036711626,0.025511658,0.03960574,0.027947135,0.038520504,7.5149264335644,5.1072010993944,-89.31686401367,1.12527,0.05356704,0.07397923,0.044946007,0.06975613,0.054595135,0.07268154,0.054913443,0.07730093,7.5402884483352,5.1878027915964,-88.9005279541,19.88201,0.056644004,0.08297736,0.05993957,0.085191675,0.055159815,0.08414802,0.052208513,0.081592694,7.5297470092776,5.0981192588808,-89.84642028809
305,G328.5487+00.2717,239.00625,-53.16219444445,81.0,0.9799999999999199,0.13507089,0.004798567388207,0.01448416896164,0.004538686480373,0.006749988999218,0.004538686480373,0.006749988999218,7.605636119841599,4.9203877449024,-89.04467010498,7.6096582,0.11036945,0.32331112,0.023253502,0.039031696,0.026050843,0.036780767,0.026393265,0.040636398,7.576812744141599,5.1443200111392,-89.28447723389,9.344276,0.032144193,0.04506626,0.027455127,0.039214533,0.022147331,0.03274154,0.06694218,0.13483693,7.593424320222,5.0298810005196,-89.40344238281,7.9257946,0.04451815,0.068022855,0.056608774,0.0817147,0.0396203,0.05925681,0.051219836,0.074399576,7.672341823578,5.0846996307384,-89.59706115723,10.666059,0.0547735,0.078683116,0.05002328,0.075152025,0.052080054,0.07451786,0.04697857,0.075003654,7.5810489654528,5.0218219757088,-89.60265350342
306,G329.2713+00.1147,240.0906666667,-52.81311111112,81.0,0.9799999999999199,0.08994168,0.003824257291853,0.01056037284434,0.003680714173242,0.00530643388629,0.003680714173242,0.00530643388629,7.570270061492399,4.9343023300176,-89.76391601562,3.6228223,0.023820546,0.035010267,0.02766016,0.04062559,0.02696329,0.038193025,0.026855916,0.038416766,7.734311103819599,5.0656967163072,-89.45143890381,16.473965,0.033350702,0.04637131,0.027887583,0.040119927,0.021446653,0.032743495,0.027595025,0.040446986,7.6278915405288,4.9939026832584,-89.6819229126,4.3781137,0.057446502,0.07840034,0.04443829,0.06437514,0.049590167,0.070418105,0.04785746,0.07060612,7.6333670616132,5.0781226158144,-88.98062896729,19.710762,0.058562107,0.08811126,0.062126804,0.0840268,0.052873157,0.0798069,0.04839087,0.07186688,7.598905086517201,4.986917018892,-89.91512298584
307,G329.6098+00.1139,240.512875,-52.59252777779,83.0,0.96999999999984,0.035880025,0.001958088483661,0.004787303972989,0.001846697065048,0.00265385187231,0.001846697065048,0.00265385187231,7.6154408454888,4.9664578437792,-89.91874694824,1.2381525,0.026034035,0.036451533,0.024768459,0.036702648,0.025776502,0.04064696,0.025016975,0.038873285,7.6567902564996,5.0617003440852,-89.88023376465,10.227274,0.030154405,0.04413774,0.02347178,0.03522785,0.053136997,0.13132179,0.15904672,0.27932972,7.5911107063284,5.0394272804244,-88.88132476807,1.2963227,0.050429128,0.07255297,0.049848706,0.0795183,0.052132092,0.076332755,0.05168116,0.075714506,7.600823879241601,5.091985225677599,89.92364501953,11.874897,0.059012156,0.08527541,0.049643766,0.077130556,0.05345895,0.0802775,0.055315595,0.08232564,7.502549171446799,5.0423960685744,-88.68555450439
308,G330.0699+01.0639,240.0650416667,-51.57347222223,83.0,0.96999999999984,0.1020422,0.00466016959399,0.01336057670414,0.004460322670639,0.007167035713792,0.004460322670639,0.007167035713792,7.5479855537412,4.8918251991276,89.23997497559,3.0784504,0.023652567,0.035665534,0.02562465,0.037857044,0.027449364,0.039577827,0.028615857,0.04152641,7.6029338836656,5.1465821266188,89.31015014648,12.730595,0.02815767,0.044575755,0.029956393,0.04491519,0.022406131,0.03578996,0.02429346,0.03435187,7.6558299064632,5.045337677001601,-89.39458465576,3.7523508,0.048224773,0.07385936,0.061822426,0.087634884,0.047002688,0.06630769,0.05685067,0.083464965,7.687031269075201,5.098209381104399,89.36392211914,16.132015,0.06387531,0.09607274,0.056528807,0.081080265,0.048284117,0.071124956,0.059566338,0.08368457,7.552452087403199,5.007491111754,-89.12629699707
309,G331.6191-00.0442A,243.1025416667,-51.36177777778,83.0,0.96999999999984,0.0559762,0.0007569465087727,0.0009135749423876,0.000677477743011,0.0008672350086272,0.001058137160726,0.001403125934303,7.4729681015004,4.9309592247,-89.89130401611,2.013758,0.025713429,0.03681532,0.026765626,0.03994969,0.028940631,0.04378344,0.025222288,0.035948478,7.626867771150001,4.9463720321652,-88.78958129883,10.416261,0.026490089,0.039413784,0.028374018,0.040557697,0.023586193,0.03309362,0.022734296,0.033337105,7.52668905258,4.9215750694272,-89.86992645264,2.3863802,0.05622628,0.07853644,0.0550212,0.07659587,0.046389297,0.073007,0.047035348,0.07130517,7.582127094270001,4.9502034187308,-89.65629577637,10.255495,0.06148294,0.09747292,0.05274494,0.07644643,0.04408837,0.06534605,0.058894534,0.08716725,7.4823493957524,4.9076595306396,-89.24430847168
310,804173,244.0696666666,-51.3063777778,85.0,0.93999999999996,0.45131895,0.001851014909334,0.002266072668135,0.001732555683702,0.002123007783666,0.00192250800319,0.002578573068604,7.441236019134,4.8630499839792,88.99587249756,4.821234,0.03659032,0.055717837,0.029236548,0.046013247,0.037375197,0.053277355,0.03407553,0.04906661,7.4893050193788,4.967400550842,89.43881988525,8.4645405,0.04102021,0.063887216,0.03652991,0.052758686,0.049229756,0.114325926,0.09133078,0.21897446,7.3975300788888,4.893720149995199,-89.92515563965,5.284636,0.070285365,0.09984995,0.074528284,0.10082457,0.06722658,0.09611796,0.06639683,0.10423745,7.4575276374816,4.9721889495852,89.9358291626,9.224692,0.07044094,0.112540625,0.08196177,0.117266014,0.07520846,0.112060264,0.06842362,0.0985259,7.3858947753924,4.9093918800372,-89.58814239502
311,804190,243.7430416666,-51.08843611113,85.0,0.93999999999996,0.008386253,0.0005330096464604,0.0006298697553575,0.0004573807818815,0.0005842558457516,0.0009081801981665,0.001332390704192,7.3953461647044,4.8867259025556,88.52922058105,0.26922706,0.033229735,0.04986361,0.029901946,0.045871053,0.037180748,0.052023213,0.03870218,0.053680833,7.511222839356001,4.9197268486008,-89.90505981445,2.3143234,0.041869536,0.061395917,0.081122294,0.12876442,0.033230245,0.046605736,0.081619665,0.14889053,7.4426684379588,4.8620705604552,-89.77406311035,0.5222457,0.06515604,0.10061851,0.07660662,0.10609437,0.070398256,0.105124205,0.0647118,0.09636548,7.4927935600272,4.924277782441201,-89.7360458374,3.383992,0.080252014,0.122502565,0.0699155,0.11647536,0.071185775,0.102424994,0.06597409,0.097052634,7.4403538703928,4.8774847984308,-89.66241455078
312,804675,243.7539583333,-50.93474444446,85.0,0.93999999999996,0.008458328,0.0004579163796734,0.0005372379091568,0.0003766244917642,0.000484559481265,0.0007581113022752,0.001033022650518,7.389436721803199,4.887678146363999,88.50162506104,0.28876314,0.030783586,0.046884652,0.031131297,0.04587082,0.039105445,0.0550657,0.030330513,0.045787364,7.520950317384001,4.9074287414544,89.96851348877,7.183744,0.04115296,0.061192673,0.06393562,0.115714386,0.030821778,0.042941038,0.034463864,0.060607117,7.4570112228384,4.8443188667292,-89.73970794678,0.5532086,0.06873825,0.101270445,0.06387591,0.096954234,0.072533615,0.106606096,0.071456715,0.1108317,7.4894099235552,4.9081387519836,-89.94797515869,13.87525,0.07705963,0.113604754,0.07695343,0.11133825,0.07187394,0.10785547,0.066465676,0.10237713,7.459589004515999,4.8606758117676,-89.52278137207
313,804997,244.4239583333,-51.26743333335,85.0,0.93999999999996,0.1042192,0.001173447119072,0.001410892582498,0.001069553778507,0.00131109484937,0.0009484665933996,0.001384199596941,7.4163532257072,4.867203712464,89.21676635742,5.592523,0.032830507,0.060176082,0.035331946,0.051271234,0.032229204,0.045888,0.029955605,0.045684285,7.5083293914804,4.9688630104068,89.29598236084,5.2549644,0.041606884,0.061244786,0.040339727,0.06673862,0.067643836,0.13905583,0.30721515,0.49760714,7.4029984474176,4.8998641967784,-89.78524780273,6.0001063,0.06404184,0.09364059,0.061780762,0.09376442,0.06819088,0.10492024,0.072804965,0.11095763,7.490562438963599,4.9628143310544,-89.99910736084,7.9287767,0.08401903,0.121460624,0.092060626,0.13140321,0.07296521,0.10715263,0.081330806,0.11328103,7.3937625885,4.8905711174016,89.89469909668
314,805077,243.9392916666,-50.9312777778,85.0,0.93999999999996,0.58857167,0.001840021694079,0.002151182387024,0.001520655117929,0.001919628004543,0.002158984076232,0.003176066558808,7.391149520875201,4.8832559585568,88.5717010498,8.921097,0.0376661,0.05307468,0.033972073,0.048984773,0.035273902,0.050518144,0.035777736,0.05152239,7.523339748382799,4.8994998931872,-89.70928955078,11.803013,0.03912463,0.057803787,0.03357341,0.051336043,0.06915671,0.16795225,0.22694582,0.47153965,7.4657111167908,4.8381257057184,-89.9294052124,9.679592,0.0717041,0.10329206,0.058837373,0.0894514,0.06690302,0.09722602,0.079577036,0.11829472,7.482182025909601,4.9119787216188,89.83085632324,14.176584,0.078101665,0.112870716,0.071265094,0.11888529,0.069800496,0.10317214,0.06744659,0.10339198,7.4751229286208,4.8478055000292,-89.56687927246
315,805162,244.4702499999,-51.25161944446,85.0,0.93999999999996,0.045947295,0.0008484631543979,0.00105395144783,0.0007847184315324,0.000975989678409,0.001026124227792,0.001593992696144,7.451204299927199,4.8511223793036,89.20024871826,0.8334418,0.031613454,0.045211326,0.03512098,0.04912909,0.03585043,0.04942251,0.03445642,0.051829506,7.508443832398799,4.9578328132632,89.68698120117,10.150791,0.039839298,0.058074277,0.04761793,0.0916522,0.029846124,0.045496892,0.47245288,0.8837486,7.4333176612848,4.8732466697676,89.94298553467,1.1008843,0.06627182,0.10262373,0.062236313,0.088684574,0.066390656,0.093853906,0.07958255,0.1099105,7.454720497132799,4.9764494895948,-89.73439788818,15.570992,0.075006954,0.10660139,0.08734978,0.123412386,0.06861843,0.10555546,0.074659385,0.110882066,7.3844003677356,4.8920664787308,-89.96183776855
316,805178,243.6603749999,-50.71823611113,85.0,0.92999999999988,0.042559817,0.0007216137018986,0.0008721156045794,0.0006158482283354,0.0007922010263428,0.0008807395352051,0.001369191799313,7.285418510436,4.841071128846,-89.32125091553,2.2216582,0.031156564,0.04936907,0.03677252,0.05611464,0.03648498,0.055500083,0.03562426,0.05045048,7.433121204378,4.9218602180472,89.7041015625,4.2210965,0.037565436,0.05794515,0.03438595,0.053503193,0.029857894,0.043006204,0.039046187,0.053206664,7.425030708313201,4.893772125243601,-88.8846282959,2.746625,0.06459897,0.09447446,0.07097367,0.09719415,0.06720095,0.09845245,0.07172513,0.10303597,7.372258663176,4.9592223167436,-89.84667205811,5.218695,0.08129565,0.118716,0.0807371,0.11589487,0.080198094,0.115277395,0.063275546,0.094402105,7.4124183654792,4.8932633399976,-88.121925354
317,805751,243.7839166666,-50.64349444446,85.0,0.92999999999988,0.003812704,0.0004500505747274,0.0005448756273836,0.0003949909878429,0.0004961366648786,0.0006305726710707,0.0009112860425375,7.2823538780208,4.8447952270524,-89.25952148438,0.26994598,0.03691091,0.054468498,0.03452265,0.0506536,0.033624627,0.048822224,0.038239386,0.054233488,7.4185991287236,4.924401283263601,-89.93640899658,5.791923,0.04057374,0.058513667,0.039329264,0.05291245,0.028689863,0.04165159,0.03184838,0.04666002,7.423954486847999,4.8958158493044,-88.80686187744,0.5305966,0.06072462,0.09112424,0.07006999,0.09873865,0.06916348,0.10364238,0.06442666,0.09571644,7.3883118629448,4.944742202757601,89.69318389893,7.2608337,0.08123107,0.11869168,0.07696202,0.109946,0.07540192,0.10652846,0.067097254,0.10712038,7.421669483184001,4.884445667267999,-88.32069396973
318,805970,244.6108749999,-51.11908055557,85.0,0.93999999999996,0.102362975,0.001572014763951,0.001966293435544,0.001361291157082,0.001790080219507,0.001821987796575,0.00248837354593,7.4516229629532,4.855651378632,89.10945129395,4.135443,0.03376621,0.055415887,0.033949483,0.048697434,0.032708842,0.051071685,0.032471903,0.0490465,7.4614810943592,4.9665174484248,-89.71774291992,9.723823,0.039328843,0.056915488,0.033405118,0.05096668,0.04491923,0.06969069,0.4114809,0.7119537,7.4242210388184,4.8755922317496,-89.78649902344,2.8993464,0.07639092,0.1135978,0.059584364,0.091761515,0.071607254,0.109159194,0.073125824,0.114935346,7.456653594972,4.9521427154532,89.90205383301,10.859928,0.075132504,0.11745831,0.06606331,0.10373313,0.07657038,0.109370425,0.078596875,0.11320135,7.399880886078,4.8719305992132,-89.61937713623
319,806581,244.7849999999,-51.06268611113,85.0,0.93999999999996,0.08765989,0.0009362264536321,0.001086642732844,0.0008270834805444,0.001006586826406,0.001261295285076,0.00198716041632,7.463085651396,4.8399705886824,89.34588623047,1.1831964,0.037846163,0.053079225,0.039751105,0.05666034,0.03584674,0.0516391,0.032567386,0.045678154,7.5054769516008,4.944081306456,-89.76581573486,9.265767,0.03629204,0.054308027,0.03791552,0.055216953,0.031168696,0.047171008,0.5652799,1.2786295,7.420233249666,4.876003742216399,-89.8140411377,1.6998857,0.06868448,0.10093534,0.07291469,0.09881716,0.06916611,0.09735793,0.06858242,0.10318278,7.4586296081556,4.9499115943896,89.95180511475,12.479015,0.07881579,0.112482175,0.0758466,0.1133605,0.079677485,0.11006136,0.06751783,0.10534673,7.3822755813588,4.8822050094588,-89.29640960693
320,806896,244.9018749999,-51.05725555557,85.0,0.93999999999996,0.13098514,0.004534338135272,0.005809240508825,0.003809986403212,0.005284188780934,0.007632409222424,0.01159968040884,7.4628000259416,4.8263731002792,89.50377655029,3.377981,0.06112708,0.11486039,0.031070486,0.047719114,0.036737345,0.054939333,0.03630341,0.05250424,7.485902309419201,4.9487705230716,-89.99488830566,15.375971,0.041352272,0.061451573,0.03197337,0.047111433,0.03780852,0.069815315,0.61622673,1.1393528,7.4263420104984,4.8719515800492,-89.6102142334,4.0166426,0.06083193,0.09508064,0.07029592,0.098023154,0.07104628,0.10614916,0.06295395,0.10015923,7.4527649879472,4.9502553939828,-89.90316009521,19.920961,0.08017557,0.12082052,0.07798515,0.11650117,0.07347673,0.105323814,0.07785424,0.10936603,7.4225187301644,4.854129314421599,-89.67871856689
321,806998,244.0203333333,-50.46074722224,85.0,0.92999999999988,0.011909657,0.0007599617238156,0.0009208481642418,0.000705890764948,0.0008742602076381,0.0009971065446734,0.001390116754919,7.3121061325068,4.823226451872,-89.55503845215,1.2955905,0.03393157,0.04892842,0.030461473,0.044685632,0.032667007,0.047668666,0.03021717,0.045264352,7.409829616545601,4.9261612892148,89.97265625,2.5083408,0.04270708,0.060363952,0.03862485,0.062603466,0.031761616,0.0442602,0.062175427,0.08401719,7.4112224578848,4.8740539550796,-88.74377441406,1.5403454,0.07187402,0.10611354,0.06415765,0.09601833,0.061902404,0.09095008,0.075245395,0.1065778,7.3994207382216,4.9297933578492,89.56887817383,3.2544072,0.08201611,0.11926949,0.0735858,0.11010647,0.06861771,0.10468394,0.07278012,0.10599123,7.406742572783999,4.8440446853652,-87.95684051514
322,807063,244.9754166666,-51.06353333335,85.0,0.93999999999996,0.019316895,0.0008227491634898,0.001020825933665,0.0008259415626526,0.001004766556434,0.0014507236192,0.002409592969343,7.455422401426801,4.8396286964412,89.31709289551,0.6133266,0.03452679,0.050984442,0.036438808,0.05283673,0.033475153,0.051041283,0.036993593,0.052776378,7.4783983230576,4.953828811644,-89.991065979,4.2625413,0.03760421,0.055451754,0.033716943,0.05104975,0.034605976,0.049725417,0.16930741,0.2612352,7.4430136680588,4.8606700897224,89.84926605225,1.0070406,0.060807575,0.09318049,0.07345742,0.11039892,0.064969845,0.09608029,0.067940965,0.10690654,7.463891029359599,4.9477157592768,89.85062408447,4.90411,0.079461835,0.113285616,0.08380653,0.12567246,0.07282341,0.10782666,0.07012557,0.10519605,7.4057703018192,4.8606047630316,-89.30296325684
323,807111,244.9518749999,-51.03792222224,85.0,0.93999999999996,0.22110318,0.001107429852709,0.001340561080724,0.00106467679143,0.001274629961699,0.001310792285949,0.00182831811253,7.4020152091968,4.8909354209892,88.59194946289,3.0008423,0.031513665,0.046062533,0.035196006,0.05145843,0.035582576,0.051572315,0.030248642,0.045510042,7.5200672149668,4.9167523384092,-89.87326812744,9.52373,0.039651733,0.057380073,0.034124866,0.052985992,0.03176251,0.045365877,0.043649502,0.07115764,7.4345998764024,4.856905460358,-89.37106323242,3.537299,0.06929377,0.10350749,0.076956555,0.1044999,0.06922327,0.10781749,0.059523165,0.08951813,7.454516887663201,4.9326243400584,89.681640625,11.209944,0.07290585,0.107044816,0.07507264,0.11925041,0.07392275,0.10278811,0.071559615,0.10007768,7.4390487670908,4.8556323051444,-89.31211853027
324,807440,245.0254166666,-51.00111666669,85.0,0.93999999999996,0.053753257,0.0009486200870015,0.001125851762481,0.0008011482423171,0.0009948547231033,0.001081330818124,0.001865561469458,7.39918756485,4.8720889091484,88.83742523193,1.5751166,0.03742597,0.055116758,0.032568175,0.04906862,0.031346202,0.045663342,0.036492836,0.05255261,7.5165205001832,4.9221944808948,-89.55149078369,5.7052436,0.03872306,0.060034472,0.035892557,0.05528236,0.03203416,0.044574242,0.19702962,0.3152477,7.449040412902801,4.8502144813536,-89.61657714844,1.8455681,0.06798874,0.10034386,0.07151099,0.10031956,0.07461895,0.105133615,0.07321321,0.10066656,7.4683871269236,4.9152965545656,-89.87891387939,8.774193,0.08867971,0.13129616,0.07441799,0.10434728,0.06708774,0.1032162,0.070055746,0.100381926,7.4398536682128,4.8525333404544,-89.26080322266
325,807707,245.0257083333,-50.94684722224,85.0,0.93999999999996,0.052067637,0.001510266913101,0.00192787242122,0.001193244359456,0.001727691851556,0.001288858009502,0.001639645197429,7.394771099091599,4.88241672516,88.80442047119,1.623394,0.034339905,0.049600028,0.033200845,0.051240493,0.034944087,0.052576166,0.03452132,0.051768985,7.519880771636401,4.914721965790799,-89.74272155762,16.884138,0.041058373,0.061879244,0.03249438,0.04687306,0.030425059,0.04214358,0.045527056,0.094444506,7.4570574760452,4.835268497466,-89.99254608154,2.0258026,0.07368744,0.10821366,0.06527139,0.0959936,0.07294459,0.10332859,0.06257761,0.09162159,7.4636325836172,4.9206366538992,-89.93511199951,21.193872,0.07341432,0.111992866,0.075116254,0.11222092,0.07597793,0.11508612,0.0751807,0.106192425,7.4411807060232,4.8336224555952,-89.01734161377
326,808017,245.0474166666,-50.88674444446,85.0,0.93999999999996,5.1421905,0.009715213440359,0.01210515294224,0.008715055882931,0.01117336098105,0.01175074093044,0.01615515351295,7.3861856460576,4.864266872406,88.71980285645,21.109322,0.033931542,0.0498735,0.03665845,0.051637374,0.03809379,0.04977609,0.03429325,0.048747584,7.5123891830448,4.904700756073201,-89.85063934326,26.504356,0.049601465,0.08679838,0.03700681,0.054620598,0.36563474,1.3191217,0.39294976,0.96662456,7.4636507034288,4.8325400352468,-89.88146209717,22.233541,0.076520905,0.11126504,0.06260161,0.10108308,0.06537455,0.10114737,0.06066549,0.09113193,7.4547953605656,4.923282146454,-89.3920211792,24.297869,0.08353691,0.12695567,0.072059505,0.14027253,0.086816385,0.1789873,0.07433651,0.11424029,7.462158679962001,4.8270478248612,-89.38875579834
327,808125,243.4752916666,-49.82222222224,85.0,0.9200000000001599,0.018329851,0.0007300060824491,0.0008918335661292,0.0006565104122274,0.0008407066343352,0.0008378084748983,0.001221098937094,7.3172850608808,4.753952980041601,-89.68663787842,0.6274155,0.034311004,0.04856035,0.033068597,0.04647343,0.033898048,0.04712729,0.030731617,0.043446712,7.4626321792608,4.8854365348824,89.66846466064,4.417148,0.037521243,0.05683777,0.03257401,0.047218513,0.029840322,0.044122383,0.039778743,0.055541713,7.382248401643199,4.8518013954168,-89.82453155518,0.87991667,0.07386627,0.10131424,0.07131607,0.10637386,0.062478114,0.09038589,0.06797771,0.098902434,7.447182178496401,4.8842329978944,89.0689163208,5.8991,0.072806485,0.106372766,0.08014301,0.1138954,0.06654033,0.09987978,0.06627893,0.095802516,7.3613114357004,4.8543300628668,-89.64585113525
328,808711,245.3295416666,-50.90216111113,85.0,0.93999999999996,0.18429235,0.008465946651995,0.02202654257417,0.008026458323002,0.01279044058174,0.008026458323002,0.01279044058174,7.400711536408799,4.8704671859724,88.94004058838,4.3074064,0.051130608,0.12833089,0.03296626,0.048242766,0.03461936,0.049530502,0.03136775,0.047431238,7.4858798980728,4.9149441719064,-89.41491699219,10.883848,0.036635466,0.05274205,0.04059547,0.061170883,0.050042853,0.104436435,0.46555763,0.96240526,7.4559102058404,4.8432545661924,-89.6707611084,3.6987832,0.061843365,0.08892266,0.06656212,0.10128353,0.06938518,0.09958231,0.072317734,0.11054513,7.460936069490001,4.913145542145601,-89.68116760254,13.317104,0.0856405,0.12343359,0.07866412,0.120398335,0.074091926,0.111171514,0.069480434,0.10223361,7.4461178779596,4.8343935012804,-89.00062561035
329,808803,244.8989166666,-50.61289444446,85.0,0.92999999999988,0.007118454,0.0005401939852163,0.0006551693659276,0.0004835122963414,0.0006119169993326,0.0006747317966074,0.000957146869041,7.296860694884399,4.8313922882076,-89.77980804443,0.27160475,0.0312922,0.044486783,0.03241619,0.048170198,0.035661582,0.053105142,0.031685527,0.04546849,7.4464116096492,4.9199028015132,89.66352081299,3.5577283,0.037513748,0.057870016,0.035718586,0.0514477,0.028060978,0.043088835,0.05671949,0.067747824,7.365896224974001,4.9245829582212,-89.60723876953,0.48670286,0.06661503,0.09950354,0.06560594,0.09604582,0.06893448,0.10203999,0.071519166,0.10805169,7.395582675934801,4.9356207847584,-89.75614929199,6.049816,0.0863083,0.12823042,0.08188771,0.11843552,0.0737114,0.10687901,0.06313407,0.09079633,7.377775669098,4.8840241432176,-87.98538970947
330,808875,245.3444583333,-50.88188611113,85.0,0.92999999999988,0.47866717,0.00273961154744,0.003475830657408,0.001917279441841,0.002718386240304,0.00231848959811,0.003272897331044,7.271070957183601,4.8368220329268,-89.35803222656,8.917934,0.04239848,0.058494996,0.034530822,0.048129816,0.034825705,0.05047072,0.032770716,0.04626887,7.428297996522001,4.9479513168348,-89.96095275879,14.722376,0.04199317,0.056572046,0.03398312,0.05116934,0.035993032,0.05002474,0.07214101,0.08564807,7.381783008576,4.926524162292,-89.69891357422,9.962518,0.05901209,0.09176289,0.062418465,0.10081324,0.06675995,0.09596232,0.07113503,0.111129016,7.376513481140401,4.9702734947196,-89.84298706055,17.344124,0.074165724,0.11494965,0.07819265,0.11388881,0.06554312,0.09555528,0.07115685,0.101411775,7.3930106163024,4.8822212219256,-88.11334228516
331,808999,243.7759583333,-49.83809444446,85.0,0.9200000000001599,0.19390601,0.002302821259946,0.002994813024998,0.002016551792622,0.002699230331928,0.002109976252541,0.003154774894938,7.3306112289444,4.8031077384936,89.32731628418,8.2046175,0.114601046,0.3325549,0.03186086,0.04741049,0.03611263,0.049965587,0.037947427,0.05449541,7.4755182266244,4.8670649528508,89.66526794434,16.641123,0.036322698,0.05727245,0.03723532,0.054365695,0.028344508,0.04346395,0.074708976,0.15253128,7.370958805084801,4.861448287963199,-89.62552642822,9.988909,0.062406473,0.09157846,0.06976243,0.099869914,0.06542332,0.1033904,0.059352152,0.083951905,7.451189517974401,4.8825025558488,89.71221160889,21.72366,0.07078128,0.10666277,0.07227208,0.104894966,0.06694013,0.10214526,0.06870039,0.10053515,7.367005348207201,4.850939750669999,-89.48411560059
332,809068,245.1740416666,-50.74086388891,85.0,0.92999999999988,0.024837874,0.001112278085202,0.001290824613534,0.0009640030330047,0.001180839492008,0.001496346434578,0.002386610955,7.291801929474,4.837858200072001,-89.46633911133,0.7463567,0.03213374,0.045769524,0.033094086,0.04894265,0.0325657,0.04896902,0.036336403,0.0532102,7.495667457580801,4.941085338594,89.67158508301,10.598929,0.038092587,0.05768928,0.037156314,0.052348528,0.0297093,0.04347678,0.08108974,0.10162021,7.405892372131201,4.9126591682424,-88.7205657959,0.93711495,0.060512856,0.08601082,0.059754755,0.09319558,0.0675061,0.10277942,0.074903764,0.10767108,7.469174385072,4.9260540008556,89.79708862305,12.077183,0.07669935,0.11235763,0.07153503,0.112046584,0.069345646,0.10179643,0.06913884,0.10139632,7.3620810508716,4.9063725471492,-88.24505615234
333,809069,245.1584999999,-50.73073333335,85.0,0.92999999999988,0.08790271,0.0009792022174224,0.001191992079839,0.0009063900215551,0.001115992665291,0.001534574199468,0.002827408956364,7.285998344421601,4.8381724357596,-89.36528015137,2.5375965,0.026954634,0.0416185,0.035433188,0.05202329,0.032692093,0.048820503,0.03732806,0.050193235,7.535397052764,4.928604602814,89.52386474609,16.476341,0.043951973,0.064411506,0.031843573,0.046294335,0.038110204,0.0528804,0.08738577,0.08853618,7.3905782699592,4.9316506385796,-88.75005340576,2.6621537,0.06973478,0.09983457,0.056930155,0.08825246,0.06571523,0.09769096,0.0622401,0.09410287,7.4804053306572,4.945825099944,89.56273651123,16.886326,0.090257294,0.12899886,0.07516024,0.11218829,0.071169674,0.10527025,0.06776103,0.09595647,7.372193336485199,4.9386548995956,-88.45649719238
334,809185,245.1183749999,-50.68273888891,85.0,0.92999999999988,0.12911062,0.001940327347256,0.002224768511951,0.001601948519237,0.001978058135137,0.002489887177944,0.00363403535448,7.311578750611199,4.7914295196528,-89.68322753906,3.4475808,0.030858964,0.045639545,0.030250141,0.044878893,0.03170857,0.045867614,0.04277664,0.060012806,7.5465555191028,4.910740852356,89.41005706787,26.067345,0.037031803,0.054163642,0.0366852,0.05436932,0.039663717,0.05459548,0.07721443,0.11127566,7.406817436216799,4.9030470848088,-89.89398956299,4.1078033,0.06279155,0.09529303,0.06430764,0.096636645,0.06654417,0.098527595,0.06830694,0.1029071,7.5290417671212,4.9075317382824,89.54570007324,28.743496,0.08037825,0.12507643,0.06910902,0.1065777,0.0677621,0.10358495,0.07648195,0.10199509,7.382671356200399,4.9017806053164,-88.67401885986
