,Source,7M_i0_n_BMAJ,7M_i0_n_BMIN,7M_i0_n_BPA,7M_i0_n_PEAK,7M_i0_n_RMSSTD,7M_i0_n_RMSMAD,7M_i0_n_SNRSTD,7M_i0_n_SNRMAD,7M_i1_n_BMAJ,7M_i1_n_BMIN,7M_i1_n_BPA,7M_i1_n_PEAK,7M_i1_n_RMSSTD,7M_i1_n_RMSMAD,7M_i1_n_SNRSTD,7M_i1_n_SNRMAD,7M_i1_y_BMAJ,7M_i1_y_BMIN,7M_i1_y_BPA,7M_i1_y_PEAK,7M_i1_y_RMSSTD,7M_i1_y_RMSMAD,7M_i1_y_SNRSTD,7M_i1_y_SNRMAD,7M_i2_n_BMAJ,7M_i2_n_BMIN,7M_i2_n_BPA,7M_i2_n_PEAK,7M_i2_n_RMSSTD,7M_i2_n_RMSMAD,7M_i2_n_SNRSTD,7M_i2_n_SNRMAD,7M_i2_y_BMAJ,7M_i2_y_BMIN,7M_i2_y_BPA,7M_i2_y_PEAK,7M_i2_y_RMSSTD,7M_i2_y_RMSMAD,7M_i2_y_SNRSTD,7M_i2_y_SNRMAD,7M_i3_n_BMAJ,7M_i3_n_BMIN,7M_i3_n_BPA,7M_i3_n_PEAK,7M_i3_n_RMSSTD,7M_i3_n_RMSMAD,7M_i3_n_SNRSTD,7M_i3_n_SNRMAD,7M_i3_y_BMAJ,7M_i3_y_BMIN,7M_i3_y_BPA,7M_i3_y_PEAK,7M_i3_y_RMSSTD,7M_i3_y_RMSMAD,7M_i3_y_SNRSTD,7M_i3_y_SNRMAD,7M_i4_n_BMAJ,7M_i4_n_BMIN,7M_i4_n_BPA,7M_i4_n_PEAK,7M_i4_n_RMSSTD,7M_i4_n_RMSMAD,7M_i4_n_SNRSTD,7M_i4_n_SNRMAD,7M_i4_y_BMAJ,7M_i4_y_BMIN,7M_i4_y_BPA,7M_i4_y_PEAK,7M_i4_y_RMSSTD,7M_i4_y_RMSMAD,7M_i4_y_SNRSTD,7M_i4_y_SNRMAD
313,804997,7.4163532257072,4.867203712464,89.21676635742,0.09308786,0.0027225956,0.0017394049,34.19085,53.517075,7.4163532257072,7.4163532257072,89.21676635742,0.09352589,0.0025694373,0.001660293,36.399364,56.330956,7.4163532257072,7.4163532257072,89.21676635742,0.09822593,0.0024598846,0.0016006882,39.93111,61.36481,7.4163532257072,7.4163532257072,89.21676635742,0.09885635,0.0022038007,0.0014626283,44.857212,67.58816,7.4163532257072,7.4163532257072,89.21676635742,0.098694004,0.0021536932,0.0014400743,45.82547,68.533966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,805077,7.391149520875201,4.8832559585568,88.5717010498,0.5354529,0.0076986696,0.0055252183,69.55135,96.91072,7.391149520875201,7.391149520875201,88.5717010498,0.5330399,0.008364757,0.0060068797,63.7245,88.738235,7.391149520875201,7.391149520875201,88.5717010498,0.5625595,0.0068436596,0.004136919,82.20156,135.98514,7.391149520875201,7.391149520875201,88.5717010498,0.56779766,0.004812397,0.0032792664,117.98645,173.14777,7.391149520875201,7.391149520875201,88.5717010498,0.568142,0.0047230734,0.0032410778,120.29074,175.29416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,805162,7.451204299927199,4.8511228561415995,89.20024871826,0.044357784,0.001929363,0.0013051367,22.990896,33.98708,7.451204299927199,7.451204299927199,89.20024871826,0.04439073,0.0019398795,0.0013080614,22.883242,33.936275,7.492024421690401,7.492024421690401,-87.04425048828,0.048942555,0.0020826808,0.0015178958,23.499786,32.243683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,805178,7.285418510436,4.841071605684,-89.32124328613,0.044180684,0.00177343,0.0010060584,24.912561,43.91463,7.285418510436,7.285418510436,-89.32124328613,0.044206426,0.0015106464,0.00093360816,29.26325,47.350086,7.237578868866,7.237578868866,-89.41589355469,0.04616902,0.0015463968,0.0010662697,29.85587,43.299572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,805751,7.2823538780208,4.8447952270524,-89.25952148438,0.0034668655,0.0011828246,0.0007920246,2.9310055,4.3772197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,805970,7.4516229629532,4.855650901794,89.10945129395,0.09599734,0.002980482,0.0021637073,32.208664,44.367065,7.4516229629532,7.4516229629532,89.10945129395,0.09494383,0.003319921,0.0023171115,28.598219,40.97508,7.451622486115199,7.451622486115199,89.10944366455,0.10082065,0.003311781,0.002001896,30.443031,50.362583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,806581,7.463085651396,4.8399710655204,89.34588623047,0.078821056,0.002456018,0.0016284356,32.09303,48.40293,7.463085651396,7.463085651396,89.34588623047,0.078821056,0.002456018,0.0016284356,32.09303,48.40293,7.463085651396,7.463085651396,89.34588623047,0.08440595,0.0022868074,0.0014339102,36.90995,58.86418,7.463085651396,7.463085651396,89.34588623047,0.08606611,0.0018164816,0.0012909874,47.38067,66.66689,7.463085651396,7.463085651396,89.34587860107,0.08569015,0.0018553877,0.0012824647,46.184498,66.81677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,806896,7.4628000259416,4.8263731002792,89.50377655029,0.15685017,0.009273541,0.005506009,16.91373,28.487091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,806998,7.3121056556688,4.823226451872,-89.55503845215,0.011625009,0.0016647504,0.0010847733,6.983034,10.716533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,807063,7.4554219245924,4.8396282196032,89.31709289551,0.018375587,0.0022846588,0.0014532692,8.043033,12.644311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,807111,7.4020152091968,4.8909358978272,88.59195709229,0.18783447,0.0040859506,0.0029435428,45.970814,63.81238,7.4020152091968,7.4020152091968,88.59195709229,0.18616922,0.00453531,0.0031376318,41.048843,59.334312,7.4020152091968,7.4020152091968,88.59194946289,0.20974192,0.0037246067,0.002067923,56.3125,101.42636,7.4020152091968,7.4020152091968,88.59194946289,0.21312745,0.0026764409,0.0016658776,79.63092,127.937035,7.4020152091968,7.4020152091968,88.59194946289,0.21322031,0.0026767685,0.0016695932,79.65587,127.70795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,807440,7.39918756485,4.8720889091484,88.83742523193,0.049711127,0.002171538,0.0014744586,22.892128,33.714832,7.39918756485,7.39918756485,88.83742523193,0.04974275,0.0021689388,0.0014711511,22.934143,33.81213,7.39918756485,7.39918756485,88.83742523193,0.05328201,0.0021797915,0.0015467941,24.443628,34.44674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,807707,7.394771099091599,4.88241672516,88.80442047119,0.043445487,0.0023319386,0.0016487531,18.63063,26.350512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,808017,7.3861856460576,4.864266872406,88.71980285645,4.7317386,0.06182183,0.039723326,76.538315,119.117386,7.3861856460576,7.3861856460576,88.71980285645,4.736837,0.061453015,0.039240994,77.08063,120.71144,7.3861856460576,7.3861856460576,88.71980285645,5.0342245,0.038653426,0.019086186,130.24007,263.76273,7.3861856460576,7.3861856460576,88.71980285645,5.043678,0.021811783,0.01382557,231.23637,364.80795,7.3861851692196,7.3861851692196,88.71979522705,5.0438457,0.02102565,0.013213189,239.89012,381.7281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,808125,7.3172850608808,4.753952980041601,-89.68663787842,0.016235089,0.0016534744,0.0010794363,9.818772,15.04034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,808711,7.400711536408799,4.8704671859724,88.94004058838,0.19208415,0.0036339553,0.0024067475,52.85815,79.81068,7.400711536408799,7.400711536408799,88.94004058838,0.19195032,0.0036443707,0.002458002,52.67036,78.09201,7.400711536408799,7.400711536408799,88.94004058838,0.20012009,0.003298823,0.0020496075,60.66409,97.63825,7.400711536408799,7.400711536408799,88.94004058838,0.20014347,0.0033015753,0.0020220978,60.620598,98.978134,7.400711059570799,7.400711059570799,88.94004058838,0.2003462,0.0032405392,0.002011185,61.82496,99.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,808803,7.2968606948843995,4.8313922882076,-89.77980804443,0.0048730057,0.0013152731,0.0009088643,3.7049382,5.361643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,808875,7.271070957183601,4.8368220329268,-89.35803222656,0.42060402,0.00605338,0.0044187144,69.482506,95.186966,7.271070957183601,7.271070957183601,-89.35803222656,0.41675797,0.0072776736,0.004949143,57.265274,84.20811,7.271070957183601,7.271070957183601,-89.35803222656,0.43544453,0.0069428543,0.004117921,62.718376,105.74378,7.271070957183601,7.271070957183601,-89.35803222656,0.43830243,0.0054114996,0.0034040078,80.99464,128.7607,7.271070957183601,7.271070957183601,-89.35803222656,0.43809202,0.005307698,0.0033567366,82.53899,130.51129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,808999,7.3306107521063995,4.8031077384936,89.32731628418,0.17707916,0.0041495115,0.002822917,42.6747,62.72914,7.3306107521063995,7.3306107521063995,89.32731628418,0.17656,0.0043978565,0.0029414722,40.14683,60.024364,7.3306112289444,7.3306112289444,89.32731628418,0.1873447,0.004144471,0.0027519078,45.203526,68.07812,7.3306112289444,7.3306112289444,89.32731628418,0.18906799,0.0034261772,0.0023609425,55.183365,80.08157,7.3306112289444,7.3306112289444,89.32731628418,0.1881851,0.00346157,0.002368361,54.364086,79.45795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,809068,7.291802406312,4.8378582000720005,-89.46633911133,0.023523103,0.002656615,0.001618954,8.85454,14.529816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,809069,7.302652359008401,4.8123874664316,-89.49987030029,0.07152188,0.00290585,0.0019987351,24.613066,35.78357,7.302652359008401,7.302652359008401,-89.49987030029,0.07152188,0.00290585,0.0019987351,24.613066,35.78357,7.285998344421601,7.285998344421601,-89.36528015137,0.08012725,0.002886614,0.0019402055,27.758213,41.298332,7.285998344421601,7.285998344421601,-89.36528015137,0.080936946,0.0024317054,0.0017018508,33.284027,47.558193,7.2636084556595994,7.2636084556595994,-88.96412658691,0.08075587,0.0027947975,0.0018458844,28.89507,43.749146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,809185,7.311578750611199,4.7914295196528,-89.68322753906,0.11177476,0.0038819108,0.002765825,28.793747,40.412807,7.311578750611199,7.311578750611199,-89.68322753906,0.110106334,0.004292841,0.0030977912,25.648827,35.5435,7.311578750611199,7.311578750611199,-89.68322753906,0.12644476,0.003609322,0.0025170206,35.03283,50.235886,7.311578750611199,7.311578750611199,-89.68322753906,0.12835084,0.0029499126,0.0021475796,43.510048,59.765347,7.311578750611199,7.311578750611199,-89.68322753906,0.12799737,0.0033126564,0.0023423585,38.63889,54.644653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,809262,7.3038763999944,4.7914981842024,-89.92379760742,0.14347795,0.0044828756,0.0031609344,32.005783,45.39099,7.3038763999944,7.3038763999944,-89.92379760742,0.1433658,0.004969575,0.0034646953,28.848705,41.37905,7.3038763999944,7.3038763999944,-89.92380523682,0.15945783,0.0043981685,0.0028250818,36.25551,56.443615,7.3038763999944,7.3038763999944,-89.92380523682,0.159961,0.0038615419,0.002572441,41.424126,62.18257,7.3038763999944,7.3038763999944,-89.92380523682,0.15983538,0.0038980911,0.0025887596,41.0035,61.742073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,809316,7.2893061637884005,4.8083648681628,-89.78245544434,0.038369726,0.0019700292,0.0013190868,19.47673,29.088099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,809324,7.283138751982799,4.8202252387992,-89.98048400879,0.1357684,0.0038314378,0.00299786,35.435364,45.288437,7.283138751982799,7.283138751982799,-89.98048400879,0.13266279,0.0050566485,0.0037234477,26.23532,35.62902,7.283138751982799,7.283138751982799,-89.98047637939,0.14401667,0.004801942,0.003465334,29.991339,41.559246,7.283138751982799,7.283138751982799,-89.98047637939,0.14549173,0.004341102,0.003215625,33.51493,45.245243,7.2831392288208,7.2831392288208,-89.98048400879,0.14577389,0.004270889,0.0031708963,34.131977,45.972454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,809327,7.315609931946001,4.7855148315444,89.50728607178,0.24280533,0.007915656,0.005489477,30.674063,44.23105,7.315609931946001,7.315609931946001,89.50728607178,0.23836975,0.009282053,0.006727503,25.680714,35.43213,7.315609931946001,7.315609931946001,89.50728607178,0.2593418,0.008357404,0.0048952163,31.031384,52.97862,7.315609931946001,7.315609931946001,89.50728607178,0.26429802,0.0069552804,0.0043816026,37.999622,60.319942,7.315609931946001,7.315609931946001,89.50729370117,0.26328337,0.0069797034,0.0044152997,37.721283,59.629784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,809343,7.279600143434401,4.8307189941396,-89.74032592773,0.014061718,0.0013683875,0.0009329363,10.276123,15.072538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,809511,7.2831783294684005,4.8043370246904,89.58380889893,0.022729997,0.0017031904,0.0011655028,13.345541,19.50231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,809780,7.284756183624,4.8071894645699995,89.50380706787,0.053252067,0.0022507273,0.001542089,23.659939,34.53242,7.284756183624,7.284756183624,89.50380706787,0.05235097,0.0024602073,0.0016610892,21.279089,31.51605,7.278131961820799,7.278131961820799,89.1721572876,0.057728812,0.0022846211,0.0014998,25.26844,38.491005,7.278131961820799,7.278131961820799,89.1721572876,0.059005573,0.0019244868,0.0013064228,30.66042,45.165756,7.2837448120116,7.2837448120116,88.11148071289,0.061947048,0.0019643737,0.0013856267,31.535265,44.70688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,809874,7.2922158241272,4.8224434852583995,89.34518432617,0.04060786,0.0018982134,0.0012521903,21.392673,32.429462,7.2922158241272,7.2922158241272,89.34518432617,0.04060786,0.0018982134,0.0012521903,21.392673,32.429462,7.3097863197335995,7.3097863197335995,83.08958435059,0.045151595,0.0020765706,0.0013827157,21.743347,32.65429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,810029,7.279532909391601,4.8100657463064,89.29805755615,0.049318172,0.0027113087,0.001972448,18.189804,25.003534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,810154,7.2764134407036,4.813194274902,89.40908813477,0.37735626,0.0058672437,0.004353609,64.315765,86.67666,7.2764134407036,7.2764134407036,89.40908813477,0.37519422,0.0065901205,0.0046189064,56.93283,81.230095,7.2764134407036,7.2764134407036,89.40908813477,0.3976635,0.0053808186,0.0034424823,73.90391,115.516495,7.2764134407036,7.2764134407036,89.40908813477,0.399647,0.00438601,0.0031246184,91.118576,127.90266,7.2764139175416,7.2764139175416,89.40908813477,0.40001336,0.004363934,0.0030889902,91.663475,129.49648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,810478,7.3164839744556005,4.809604644774001,89.2269821167,0.011163971,0.0029327015,0.0018205522,3.8067193,6.1321898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,810788,7.3204874992368,4.805444717406,89.41317749023,0.25808248,0.0048434315,0.0031345238,53.28505,82.335464,7.3204874992368,7.3204874992368,89.41317749023,0.25773692,0.00509979,0.0033535808,50.53873,76.85425,7.320487022398799,7.320487022398799,89.41317749023,0.26956663,0.0045030564,0.0028594162,59.863037,94.27331,7.320487022398799,7.320487022398799,89.41317749023,0.27060694,0.0035872806,0.0024765553,75.43512,109.26747,7.3204874992368,7.3204874992368,89.41318511963,0.27092853,0.0039454396,0.0024927023,68.668785,108.68868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,810984,7.3078646659848,4.8268284797664,89.61176300049,0.025402084,0.0027227378,0.0019151259,9.329611,13.263924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,811356,7.2795910835268005,4.8031821250919995,89.1898651123,1.1557059,0.018595228,0.014115935,62.150673,81.87243,7.2795910835268005,7.2795910835268005,89.1898651123,1.1416017,0.023269566,0.016352594,49.05986,69.81166,7.2795910835268005,7.2795910835268005,89.1898651123,1.185191,0.020530585,0.012177594,57.72807,97.32555,7.2795910835268005,7.2795910835268005,89.1898651123,1.1963177,0.015835678,0.0108142495,75.545715,110.6242,7.2795910835268005,7.2795910835268005,89.1898727417,1.1977324,0.015866093,0.010493733,75.49007,114.13788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
